Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
antofagasta,mp10,2013-06,60.867895709008245,,
antofagasta,mp10,2013-07,62.134090909090915,,81.0
antofagasta,mp10,2013-08,47.662262021132996,,860.75
antofagasta,mp10,2013-09,44.011111111111106,,
antofagasta,mp10,2013-10,33.52700391006843,,943.0
antofagasta,mp10,2013-11,36.70277777777778,,
antofagasta,mp10,2013-12,30.136942708997413,,946.5
antofagasta,mp10,2014-01,34.395430107526884,,
antofagasta,mp10,2014-02,34.18871753246753,,936.5
antofagasta,mp10,2014-03,35.461825831952076,,700.0
antofagasta,mp10,2014-04,42.511309523809516,,
antofagasta,mp10,2014-05,45.80599500951793,,868.0
antofagasta,mp10,2014-06,55.56289682539683,,337.6666666666667
antofagasta,mp10,2014-07,51.70242907375878,,0.0
antofagasta,mp10,2014-08,42.245640096618374,,15.231536247444444
antofagasta,mp10,2014-09,36.39136473429952,,33.855000000000004
antofagasta,mp10,2014-10,32.90028390496834,,33.2049975
antofagasta,mp10,2014-11,30.851051121980678,,19.66374
antofagasta,mp10,2014-12,33.19534720254793,,44.3579
antofagasta,mp10,2015-01,28.501121969039215,8.0,25.77459996
antofagasta,mp10,2015-02,36.3560606060606,,23.402499950000003
antofagasta,mp10,2015-03,42.68679157571348,15.166666666666666,2.7261428000000003
antofagasta,mp10,2015-04,45.200858123569795,,12.125555522222223
antofagasta,mp10,2015-05,49.05072891335985,22.5,28.08415
antofagasta,mp10,2015-06,51.49994703972499,82.8244865,22.007048157894733
antofagasta,mp10,2015-07,45.724474386661136,,17.0199975
antofagasta,mp10,2015-08,46.203896572163224,,43.081945000000005
antofagasta,mp10,2015-09,41.56804032180339,,35.504227638888885
antofagasta,mp10,2015-10,35.7919516954002,,129.76
antofagasta,mp10,2015-11,33.13321134199134,,1.0
antofagasta,mp10,2015-12,28.25306669811722,5.6359900000000005,6.9425
antofagasta,mp10,2016-01,26.36582764551192,8.64,12.606633333333333
antofagasta,mp10,2016-02,37.43625167028373,14.888291876068376,13.832575757575759
antofagasta,mp10,2016-03,37.48166827585108,1.0,1.0
antofagasta,mp10,2016-04,31.16112961931124,183.9333333333333,65.47277222222222
antofagasta,mp10,2016-05,32.03816320710613,,51.28
antofagasta,mp10,2016-06,49.727009084569566,222.08,21.120833333333334
antofagasta,mp10,2016-07,43.30498249240299,,9.589444444444444
antofagasta,mp10,2016-08,41.130353976420885,53.55470785024155,24.99181818181818
antofagasta,mp10,2016-09,36.27412732272781,,11.0425
antofagasta,mp10,2016-10,30.685615609316468,,9.226666666666668
antofagasta,mp10,2016-11,27.74931467171717,,1.0
antofagasta,mp10,2016-12,28.37930093963833,,1.0
antofagasta,mp10,2017-01,28.03259094542905,,1.0
antofagasta,mp10,2017-02,39.26357307194616,,80.15
antofagasta,mp10,2017-03,41.148538037634395,1.0,50.15
antofagasta,mp10,2017-04,39.119856856060615,,7.3016675
antofagasta,mp10,2017-05,42.11315953048821,1.0,1.0
antofagasta,mp10,2017-06,46.16484958278436,2.3333333333333335,9.25
antofagasta,mp10,2017-07,43.09526010455183,,33.5
antofagasta,mp10,2017-08,36.28519061583577,,
antofagasta,mp10,2017-09,33.44343434343434,,
antofagasta,mp10,2017-10,30.312903225806448,43.375,
antofagasta,mp10,2017-11,24.49769433465086,,62.0
antofagasta,mp10,2017-12,26.336876832844574,,43.0
antofagasta,mp10,2018-01,23.666549789621314,,22.0
antofagasta,mp10,2018-02,31.948739130434777,,5.937888198757763
antofagasta,mp10,2018-03,40.56561363085131,,26.0
antofagasta,mp10,2018-04,33.0702012359621,,32.3
antofagasta,mp10,2018-05,35.48496733514266,,2.238095238095238
antofagasta,mp10,2018-06,41.924774557165875,,21.275
antofagasta,mp10,2018-07,36.87392913304555,,1.0
antofagasta,mp10,2018-08,34.757980273583364,,1.0
antofagasta,mp10,2018-09,30.395115753811403,,1.6111111111111112
antofagasta,mp10,2018-10,25.343457617651165,,1.0
antofagasta,mp10,2018-11,25.180086109542632,,2.6
antofagasta,mp10,2018-12,24.89626099706745,,1.0
antofagasta,mp10,2019-01,23.675282174580914,,7.933333333333333
antofagasta,mp10,2019-02,26.59399762031341,,1.0
antofagasta,mp10,2019-03,42.449242424242414,,1.0
antofagasta,mp10,2019-04,33.94782608695652,,
antofagasta,mp10,2019-05,46.19244868035191,43.0,1.0
antofagasta,mp10,2019-06,45.1719298245614,21.0,
antofagasta,mp10,2019-07,43.328725038402446,,
antofagasta,mp10,2019-08,43.346365123889676,,26.0
antofagasta,mp10,2019-09,28.591880764163378,,7.0
antofagasta,mp10,2019-10,30.814271749755626,,120.0
antofagasta,mp10,2019-11,27.373508375682288,,18.0
antofagasta,mp10,2019-12,26.020918982153614,,56.0
antofagasta,mp10,2020-01,,25.867986314760504,
antofagasta,mp10,2020-02,,26.187953750397522,1.0
antofagasta,mp10,2020-03,,27.94859958049613,7.5113095238095235
antofagasta,mp10,2020-04,,32.48370114185331,25.0
antofagasta,mp10,2020-05,,32.14849228611501,29.0
antofagasta,mp10,2020-06,,39.382158119658115,
antofagasta,mp10,2020-07,,38.06005810458825,63.0
antofagasta,mp10,2020-08,,32.33444366526414,46.0
antofagasta,mp10,2020-09,,27.070959595959597,
