Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
alto_hospicio,mp2.5,2016-02,7.775664372137524,,70.2799
alto_hospicio,mp2.5,2016-03,9.206565212507384,45.78,2.594465454545455
alto_hospicio,mp2.5,2016-04,8.6106397418246,,6.312
alto_hospicio,mp2.5,2016-05,12.425420678577499,75.0697,82.95
alto_hospicio,mp2.5,2016-06,15.50268259903068,215.3439111111111,
alto_hospicio,mp2.5,2016-07,13.422644669857764,75.71,
alto_hospicio,mp2.5,2016-08,13.692543794413274,44.41991108695652,
alto_hospicio,mp2.5,2016-09,13.760161239898991,,
alto_hospicio,mp2.5,2016-10,9.473434486325386,,
alto_hospicio,mp2.5,2016-11,9.450840376207733,212.6,
alto_hospicio,mp2.5,2016-12,7.772776205474222,,31.983000000000004
alto_hospicio,mp2.5,2017-01,5.912836125799166,,17.096923076923076
alto_hospicio,mp2.5,2017-02,9.031656544513764,,5.786357921681389
alto_hospicio,mp2.5,2017-03,14.72743955177653,,
alto_hospicio,mp2.5,2017-04,14.981156157561644,,
alto_hospicio,mp2.5,2017-05,13.089049956588527,,45.0
alto_hospicio,mp2.5,2017-06,13.996777558190603,,
alto_hospicio,mp2.5,2017-07,15.41129032258065,,
alto_hospicio,mp2.5,2017-08,14.334486166007904,,
alto_hospicio,mp2.5,2017-09,12.494867149758454,,
alto_hospicio,mp2.5,2017-10,12.348514210733553,12.0,
alto_hospicio,mp2.5,2017-11,10.993324549846289,,
alto_hospicio,mp2.5,2017-12,12.024396364436377,,
alto_hospicio,mp2.5,2018-01,10.595815801776533,,
alto_hospicio,mp2.5,2018-02,9.278923853923855,,2.8958333333333335
alto_hospicio,mp2.5,2018-03,10.797967401929535,,121.0
alto_hospicio,mp2.5,2018-04,11.668813131313133,,
alto_hospicio,mp2.5,2018-05,15.07035998129967,,
alto_hospicio,mp2.5,2018-06,16.94655797101449,,
alto_hospicio,mp2.5,2018-07,13.902086786518764,,13.0
alto_hospicio,mp2.5,2018-08,12.311217008797652,,1.0
alto_hospicio,mp2.5,2018-09,10.76073153899241,,30.0
alto_hospicio,mp2.5,2018-10,8.383308895405671,,
alto_hospicio,mp2.5,2018-11,7.109343434343434,,
alto_hospicio,mp2.5,2018-12,6.672617377946971,,47.66666666666667
alto_hospicio,mp2.5,2019-01,5.767593855724106,,14.895833333333334
alto_hospicio,mp2.5,2019-02,6.8393249843732935,,6.756613756613756
alto_hospicio,mp2.5,2019-03,10.4230002787068,,1.3194444444444446
alto_hospicio,mp2.5,2019-04,10.871159420289853,,
alto_hospicio,mp2.5,2019-05,12.418945769050962,,14.0
alto_hospicio,mp2.5,2019-06,13.18080326719757,,81.35555555555555
alto_hospicio,mp2.5,2019-07,14.114948574100048,,373.0
alto_hospicio,mp2.5,2019-08,15.074918186068256,,
alto_hospicio,mp2.5,2019-09,11.571376811594206,,
alto_hospicio,mp2.5,2019-10,11.391548727102725,,9.875
alto_hospicio,mp2.5,2019-11,10.317693236714977,,
alto_hospicio,mp2.5,2019-12,9.27454788568919,,50.23333333333333
alto_hospicio,mp2.5,2020-01,,6.909484040970717,65.0
alto_hospicio,mp2.5,2020-02,,8.188266161037127,
alto_hospicio,mp2.5,2020-03,,7.95637408568443,14.895
alto_hospicio,mp2.5,2020-04,,10.071108279592263,
alto_hospicio,mp2.5,2020-05,,13.759785796251437,
alto_hospicio,mp2.5,2020-06,,10.462094547964112,
alto_hospicio,mp2.5,2020-07,,14.470251604403076,27.365079365079367
alto_hospicio,mp2.5,2020-08,,12.177673600359432,1.0
alto_hospicio,mp2.5,2020-09,,10.763076416337286,
alto_hospicio,mp2.5,2020-10,,8.65037294402652,
alto_hospicio,mp2.5,2020-11,,9.96834180312441,66.16666666666667
alto_hospicio,mp2.5,2020-12,,10.07663415359769,70.0
alto_hospicio,mp2.5,2021-01,,9.156032328780043,1.0
alto_hospicio,mp2.5,2021-02,,9.082767051788789,2.1979166666666665
alto_hospicio,mp2.5,2021-03,,8.795271260997067,2.4
alto_hospicio,mp2.5,2021-04,,7.366063952150909,24.866666666666667
alto_hospicio,mp2.5,2021-05,,8.975,1.0
