Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
Cauquenes_Sivica,mp10,2021-03,,31.164092791266707,2.4198717948717947
Cauquenes_Sivica,mp10,2021-04,,26.77364679402723,32.733333333333334
Cauquenes_Sivica,mp10,2021-05,,,45.124698067632856
Cauquenes_Sivica,mp2.5,2021-03,,13.759601449275362,21.92975955204216
Cauquenes_Sivica,mp2.5,2021-04,,12.528401248509946,20.841666666666665
Cauquenes_Sivica,mp2.5,2021-05,,,20.98313492063492
Curico,mp10,2012-07,,,101.44340773827493
Curico,mp10,2012-08,,,175.84064829301073
Curico,mp10,2012-09,,,777.7299295056022
Curico,mp10,2012-10,,,
Curico,mp10,2012-11,,,
Curico,mp10,2012-12,,,
Curico,mp10,2013-01,,,998.0
Curico,mp10,2013-02,,,
Curico,mp10,2013-03,67.04569892473118,,
Curico,mp10,2013-04,57.93548136645963,,998.0
Curico,mp10,2013-05,74.01162570866995,,380.9761904761905
Curico,mp10,2013-06,64.14576306543698,,592.65625
Curico,mp10,2013-07,64.41076437587657,,14.0
Curico,mp10,2013-08,69.43256194483405,,998.0
Curico,mp10,2013-09,41.53686868686868,,
Curico,mp10,2013-10,32.48790322580645,,916.5
Curico,mp10,2013-11,27.93556763285024,,884.0
Curico,mp10,2013-12,33.557300362875395,,666.1461538461539
Curico,mp10,2014-01,36.42883356708742,,761.375
Curico,mp10,2014-02,33.15375611707134,,870.5
Curico,mp10,2014-03,44.382151762060595,,511.2857142857143
Curico,mp10,2014-04,53.47410282953762,,585.0
Curico,mp10,2014-05,76.04149524700016,,169.66666666666666
Curico,mp10,2014-06,74.6280878577234,,81.0
Curico,mp10,2014-07,88.1200327255727,,47.14583333333333
Curico,mp10,2014-08,61.254787671503564,,8.283333333333333
Curico,mp10,2014-09,38.99840689503732,,17.69460540277778
Curico,mp10,2014-10,38.782630090223016,,21.73218018333333
Curico,mp10,2014-11,35.35019990108696,,6.38582
Curico,mp10,2014-12,33.338020170766754,,14.94592887001134
Curico,mp10,2015-01,42.21709911173445,42.666666666666664,31.789329757575757
Curico,mp10,2015-02,60.77909451659451,32.0,36.520512499999995
Curico,mp10,2015-03,64.53406965871903,,58.8458
Curico,mp10,2015-04,80.75684406173538,57.99259259259259,36.336225
Curico,mp10,2015-05,84.77932750518077,25.446144833333335,39.38178416666666
Curico,mp10,2015-06,82.09504830917874,28.166666666666668,49.0
Curico,mp10,2015-07,82.77251097150324,,83.75
