Estación,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
Valdivia,mp10,2015-11,28.77467784808258,11.416666666666666,18.258928571428573
Valdivia,mp10,2015-12,21.760606876918725,10.396633333333334,9.873056388888891
Valdivia,mp10,2016-01,19.994584666092905,10.385912857142857,16.77374125
Valdivia,mp10,2016-02,19.920941334889616,2.0149862499999998,22.69711562121212
Valdivia,mp10,2016-03,25.945056922543912,1.0,19.320448541666664
Valdivia,mp10,2016-04,71.40069979627879,122.16305666666666,5.044431111111112
Valdivia,mp10,2016-05,143.4930236373199,192.16666666666666,29.75495
Valdivia,mp10,2016-06,112.72938104281165,153.052499,122.248
Valdivia,mp10,2016-07,121.33253066487102,362.5,
Valdivia,mp10,2016-08,94.17819538043479,,200.1
Valdivia,mp10,2016-09,84.03831480390866,,199.4
Valdivia,mp10,2016-10,50.266104244640346,,106.44900000000001
Valdivia,mp10,2016-11,27.393091259465777,124.284,
Valdivia,mp10,2016-12,17.47678358689614,5.802821428571429,131.53366666666668
Valdivia,mp10,2017-01,15.160940987361268,8.768777777777778,45.38129973193474
Valdivia,mp10,2017-02,14.788579341356106,,4.822
Valdivia,mp10,2017-03,24.372812747695853,26.959,
Valdivia,mp10,2017-04,45.830047157004834,,
Valdivia,mp10,2017-05,59.239724580001564,27.0,
Valdivia,mp10,2017-06,74.91594751866491,,
Valdivia,mp10,2017-07,73.10162459093033,26.0,
Valdivia,mp10,2017-08,63.88326108206894,2.0,
Valdivia,mp10,2017-09,64.40230080306165,3.0,92.0
Valdivia,mp10,2017-10,30.27010481612,21.0,2.0
Valdivia,mp10,2017-11,21.975043951427043,13.8,
Valdivia,mp10,2017-12,15.696697604148486,48.5,20.523917748917746
Valdivia,mp10,2018-01,16.734670437089786,,
Valdivia,mp10,2018-02,17.22534937888199,8.0,
Valdivia,mp10,2018-03,23.7859396914446,,
Valdivia,mp10,2018-04,54.83800389478308,4.5,
Valdivia,mp10,2018-05,81.5896925071189,4.0,
Valdivia,mp10,2018-06,84.75238252086078,126.0,
Valdivia,mp10,2018-07,89.01288835054613,,
Valdivia,mp10,2018-08,74.2556685366994,,
Valdivia,mp10,2018-09,44.542185990338155,,
Valdivia,mp10,2018-10,31.476916783543714,1.0,21.0
Valdivia,mp10,2018-11,20.60798072806082,13.409401709401708,
Valdivia,mp10,2018-12,16.03404547726137,12.583333333333334,3.4558904259991214
Valdivia,mp10,2019-01,13.468910705937354,28.0,1.0
Valdivia,mp10,2019-02,16.49793784114436,14.5,1.0
Valdivia,mp10,2019-03,16.541374474053296,41.5,23.0
Valdivia,mp10,2019-04,47.67379166159219,,16.0
Valdivia,mp10,2019-05,55.34582953063519,10.26984126984127,31.0
Valdivia,mp10,2019-06,51.296276263781984,22.0,19.5
Valdivia,mp10,2019-07,62.14468315695526,49.666666666666664,1.0
Valdivia,mp10,2019-08,73.29518997832463,,12.5
Valdivia,mp10,2019-09,45.19510869565217,,29.0
Valdivia,mp10,2019-10,31.563831867057665,,26.0
Valdivia,mp10,2019-11,18.343626482213438,76.0,19.5
Valdivia,mp10,2019-12,11.77068062289202,51.666666666666664,17.722659285159285
Valdivia,mp10,2020-01,,13.115182328190745,1.0
Valdivia,mp10,2020-02,,14.520114942528737,1.0
Valdivia,mp10,2020-03,,13.501648421704525,5.666666666666667
Valdivia,mp10,2020-04,,44.97356280193237,17.0
Valdivia,mp10,2020-05,,62.079139673634764,55.0
Valdivia,mp10,2020-06,,50.43017127799737,6.0
Valdivia,mp10,2020-07,,64.47469445001,41.5
Valdivia,mp10,2020-08,,63.04196594273733,32.75
Valdivia,mp10,2020-09,,42.30857487922706,20.0
Valdivia,mp10,2020-10,,24.654075821326877,57.5
Valdivia,mp10,2020-11,,15.47122310057093,27.5
Valdivia,mp10,2020-12,,13.526174007152266,34.88492063492064
Valdivia,mp10,2021-01,,13.311185133239833,43.0
Valdivia,mp10,2021-02,,14.655556787932564,19.166666666666668
Valdivia,mp10,2021-03,,14.804758666609999,6.190476190476191
Valdivia,mp10,2021-04,,36.5961096471966,4.5
Valdivia,mp10,2021-05,,48.67592592592592,
Valdivia,mp2.5,2008-08,,46.77240629568369,
Valdivia,mp2.5,2008-09,,44.78428315157003,
Valdivia,mp2.5,2008-10,,23.741933615591403,
Valdivia,mp2.5,2008-11,,10.713193236111108,
Valdivia,mp2.5,2008-12,,9.074864312762978,
Valdivia,mp2.5,2009-01,,8.165589381720432,
Valdivia,mp2.5,2009-02,,9.567706577380951,
Valdivia,mp2.5,2009-03,,15.245964838709678,
Valdivia,mp2.5,2009-04,,29.619425485258596,33.69
Valdivia,mp2.5,2009-05,,64.1922824214976,4.64967
Valdivia,mp2.5,2009-06,,74.43151126999,215.45291666666665
Valdivia,mp2.5,2009-07,,111.22738413978495,
Valdivia,mp2.5,2009-08,,47.13602425830889,48.015
Valdivia,mp2.5,2009-09,,53.479845125,
Valdivia,mp2.5,2009-10,,29.717739562012962,21.243850000000002
Valdivia,mp2.5,2009-11,,23.276801986111114,
Valdivia,mp2.5,2009-12,,12.129614033080806,20.623955833333333
Valdivia,mp2.5,2010-01,,,10.656475662225594
Valdivia,mp2.5,2010-02,,,11.392687177331645
Valdivia,mp2.5,2010-03,,,17.089177436557808
Valdivia,mp2.5,2010-04,,,45.0746924101391
Valdivia,mp2.5,2010-05,,123.067190278348,
Valdivia,mp2.5,2010-06,,127.9717032523374,
Valdivia,mp2.5,2010-07,,83.32288534848311,
Valdivia,mp2.5,2010-08,,82.56526042268047,
Valdivia,mp2.5,2010-09,,66.06912179796446,
Valdivia,mp2.5,2010-10,,34.52788003878193,
Valdivia,mp2.5,2010-11,,14.178341066373678,
Valdivia,mp2.5,2010-12,,15.496711254887584,
Valdivia,mp2.5,2011-01,,22.42211593572496,
Valdivia,mp2.5,2011-02,,9.716989120189035,
Valdivia,mp2.5,2011-03,,21.443627254393068,
Valdivia,mp2.5,2011-04,,36.97529334821429,
Valdivia,mp2.5,2011-05,,,
Valdivia,mp2.5,2011-06,,114.07679122206426,
Valdivia,mp2.5,2011-07,,80.8605926916192,
Valdivia,mp2.5,2011-08,,87.03049411430727,
Valdivia,mp2.5,2011-09,,60.27396340787739,
Valdivia,mp2.5,2011-10,,40.52535316404029,
Valdivia,mp2.5,2011-11,,14.821532908789756,
Valdivia,mp2.5,2011-12,,12.020248059636133,
Valdivia,mp2.5,2012-01,,12.042332569217017,36.30214267857142
Valdivia,mp2.5,2012-02,,11.333775562960145,31.21859631578948
Valdivia,mp2.5,2012-03,,13.724453191393255,39.26555208333333
Valdivia,mp2.5,2012-04,,33.42946071799517,31.082738095238092
Valdivia,mp2.5,2012-05,,62.74286435975666,51.99999444444445
Valdivia,mp2.5,2012-06,,53.126523348171155,
Valdivia,mp2.5,2012-07,,85.07346261022873,45.27914791666666
Valdivia,mp2.5,2012-08,,58.129277476624594,68.51248749999999
Valdivia,mp2.5,2012-09,,37.25454814225328,28.2625
Valdivia,mp2.5,2012-10,,25.74335000253941,72.86387222222224
Valdivia,mp2.5,2012-11,,19.079880352950834,18.14152705403971
Valdivia,mp2.5,2012-12,,26.028418595571104,22.773478260869563
Valdivia,mp2.5,2013-01,,,
Valdivia,mp2.5,2013-02,,,
Valdivia,mp2.5,2013-03,10.11923963133641,,
Valdivia,mp2.5,2013-04,31.604863378284765,,21.108112874779543
Valdivia,mp2.5,2013-05,25.540517958124422,,51.32794566544566
Valdivia,mp2.5,2013-06,55.14774453299053,,88.01470588235294
Valdivia,mp2.5,2013-07,71.95665030388032,,224.89583333333334
Valdivia,mp2.5,2013-08,54.77713940648722,,24.239583333333336
Valdivia,mp2.5,2013-09,47.35652722880983,,325.8333333333333
Valdivia,mp2.5,2013-10,19.245214871617396,,48.5
Valdivia,mp2.5,2013-11,12.099999999999998,,
Valdivia,mp2.5,2013-12,7.313172043010752,,
Valdivia,mp2.5,2014-01,6.670172978027116,,59.0
Valdivia,mp2.5,2014-02,8.017132505175983,,2.555555555555556
Valdivia,mp2.5,2014-03,14.954590991056634,,44.0
Valdivia,mp2.5,2014-04,29.769827153522805,,185.54248366013073
Valdivia,mp2.5,2014-05,37.257060338757384,,9.148783417905983
Valdivia,mp2.5,2014-06,50.67934782608695,,18.0
Valdivia,mp2.5,2014-07,53.648690977092095,,23.357142857142858
Valdivia,mp2.5,2014-08,61.15497896213183,,62.67
Valdivia,mp2.5,2014-09,39.62361111111111,,-12.466033333333336
Valdivia,mp2.5,2014-10,21.83720196353436,,3.1252242499999996
Valdivia,mp2.5,2014-11,12.893472547446516,,8.719521500000003
Valdivia,mp2.5,2014-12,7.280880007494033,,10.603452166666667
Valdivia,mp2.5,2015-01,6.96866496056538,,5.812610714285715
Valdivia,mp2.5,2015-02,8.754671325051758,7.2,12.803875
Valdivia,mp2.5,2015-03,10.131895745675552,4.0,15.526638749999998
Valdivia,mp2.5,2015-04,37.66507445050924,5.0,77.12934310185184
Valdivia,mp2.5,2015-05,73.23717534208757,15.316675,54.12762916666666
Valdivia,mp2.5,2015-06,78.5079857582484,,324.0287597916667
Valdivia,mp2.5,2015-07,62.39005826606071,63.1375,
Valdivia,mp2.5,2015-08,61.0973411016724,,1.0
Valdivia,mp2.5,2015-09,56.0530070169082,,22.41
Valdivia,mp2.5,2015-10,28.211559883517594,79.50995,
Valdivia,mp2.5,2015-11,18.861171993302595,,10.63
Valdivia,mp2.5,2015-12,13.008539411525971,,73.77170211309524
Valdivia,mp2.5,2016-01,6.395025820279313,,44.91367951127819
Valdivia,mp2.5,2016-02,5.837329916723115,2.308712121212121,49.60646527777777
Valdivia,mp2.5,2016-03,10.26645528884811,11.790872035067874,81.29777857142857
Valdivia,mp2.5,2016-04,56.63185459652499,9.678381904024768,75.47500496031746
Valdivia,mp2.5,2016-05,103.21001486241944,95.91666666666666,44.98333333333333
Valdivia,mp2.5,2016-06,74.70428627107253,59.581804999999996,4.074
Valdivia,mp2.5,2016-07,76.87186665007366,66.70894166666666,121.95291666666668
Valdivia,mp2.5,2016-08,54.52576686594203,,
Valdivia,mp2.5,2016-09,45.159457669466406,,
Valdivia,mp2.5,2016-10,25.060040888743682,43.1375,1.0
Valdivia,mp2.5,2016-11,9.018914283761529,22.74,1.296
Valdivia,mp2.5,2016-12,4.977101382536547,22.33,5.421854773809525
Valdivia,mp2.5,2017-01,4.656381932636856,21.331375,33.93825
Valdivia,mp2.5,2017-02,5.169059448757763,,23.345
Valdivia,mp2.5,2017-03,13.624387424958867,29.084999999999997,
Valdivia,mp2.5,2017-04,36.673272022343006,,
Valdivia,mp2.5,2017-05,51.345816302678166,26.0,
Valdivia,mp2.5,2017-06,67.73163702239789,,
Valdivia,mp2.5,2017-07,65.71037868162692,25.5,1.0
Valdivia,mp2.5,2017-08,55.628350728280594,50.0,81.0
Valdivia,mp2.5,2017-09,53.9534161490683,16.333333333333332,27.5
Valdivia,mp2.5,2017-10,21.979236199133485,20.625,1.0
Valdivia,mp2.5,2017-11,13.346591431917519,26.0,24.966666666666665
Valdivia,mp2.5,2017-12,6.512679750350388,,11.497109250398726
Valdivia,mp2.5,2018-01,4.639776091914942,31.0,
Valdivia,mp2.5,2018-02,5.507052277432712,27.5,31.0
Valdivia,mp2.5,2018-03,15.730362091681432,43.0,3.6286764705882355
Valdivia,mp2.5,2018-04,44.412391939994905,3.0,
Valdivia,mp2.5,2018-05,70.65690743338007,18.0,
Valdivia,mp2.5,2018-06,76.08016578831796,,1.0
Valdivia,mp2.5,2018-07,80.18096285434996,,
Valdivia,mp2.5,2018-08,63.625409069658716,,
Valdivia,mp2.5,2018-09,38.31355401844532,,
Valdivia,mp2.5,2018-10,24.989071996259927,1.0,18.0
Valdivia,mp2.5,2018-11,12.601552250190696,2.6666666666666665,
Valdivia,mp2.5,2018-12,5.370789605197401,,4.4203431372549025
Valdivia,mp2.5,2019-01,4.788686302010286,,
Valdivia,mp2.5,2019-02,5.0854222123632065,,
Valdivia,mp2.5,2019-03,8.531206171107995,,10.0
Valdivia,mp2.5,2019-04,38.98819645732689,,15.0
Valdivia,mp2.5,2019-05,46.854633819958245,17.375,20.0
Valdivia,mp2.5,2019-06,47.15094422485726,8.0,22.0
Valdivia,mp2.5,2019-07,57.82038548174593,76.0,4.0
Valdivia,mp2.5,2019-08,65.91463194355903,,61.5
Valdivia,mp2.5,2019-09,39.55380434782608,,11.0
Valdivia,mp2.5,2019-10,22.83734115347018,,10.5
Valdivia,mp2.5,2019-11,9.783876811594201,58.0,1.0
Valdivia,mp2.5,2019-12,4.474192665571976,4.0,4.2719017094017095
Valdivia,mp2.5,2020-01,,3.6132538569424955,1.0
Valdivia,mp2.5,2020-02,,5.2604866397969845,1.0
Valdivia,mp2.5,2020-03,,6.349444909928782,2.5
Valdivia,mp2.5,2020-04,,38.11951345755694,85.33333333333333
Valdivia,mp2.5,2020-05,,54.0554887686725,16.0
Valdivia,mp2.5,2020-06,,46.04263990840077,14.0
Valdivia,mp2.5,2020-07,,65.89586255259466,66.0
Valdivia,mp2.5,2020-08,,63.024541103811416,17.333333333333332
Valdivia,mp2.5,2020-09,,37.07312801932367,15.0
Valdivia,mp2.5,2020-10,,18.403512686472013,77.33333333333333
Valdivia,mp2.5,2020-11,,7.956779754062362,15.5
Valdivia,mp2.5,2020-12,,4.741993781848856,24.401988636363637
Valdivia,mp2.5,2021-01,,4.331229546517064,27.0
Valdivia,mp2.5,2021-02,,4.129399585921325,
Valdivia,mp2.5,2021-03,,5.181191295847677,15.5
Valdivia,mp2.5,2021-04,,31.77224418093983,27.0625
Valdivia,mp2.5,2021-05,,46.106481481481474,
Valdivia,no2,2015-07,6.876396484051501,,11.55
Valdivia,no2,2015-08,6.6566571809256665,,13.74
Valdivia,no2,2015-09,6.29361466727053,,50.5
Valdivia,no2,2015-10,4.1087572148200096,,
Valdivia,no2,2015-11,3.348254445981554,,2.3
Valdivia,no2,2015-12,2.412051305888478,,8.200000000000001
Valdivia,no2,2016-01,2.4078272078073866,,3.5
Valdivia,no2,2016-02,2.69222749132013,,2.716666666666667
Valdivia,no2,2016-03,2.968441868970207,,5.24
Valdivia,no2,2016-04,3.844445495962733,,22.314666
Valdivia,no2,2016-05,7.961347580432654,,7.349995
Valdivia,no2,2016-06,7.656578060331578,,11.216666666666667
Valdivia,no2,2016-07,8.441051009316771,,17.75833
Valdivia,no2,2016-08,6.522278938756428,,7.399996666666667
Valdivia,no2,2016-09,6.558977138888889,,
Valdivia,no2,2016-10,4.570143251519401,,133.3
Valdivia,no2,2016-11,4.091900448412697,,1.05
Valdivia,no2,2016-12,3.54261647515709,,3.230769230769231
Valdivia,no2,2017-01,,,4.648020017576509
Valdivia,no2,2017-02,,,2.7930757575757577
Valdivia,no2,2017-03,,,5.739602143384326
Valdivia,no2,2017-04,,,
Valdivia,no2,2017-05,,,
Valdivia,no2,2017-06,,,
Valdivia,no2,2017-07,,,
Valdivia,no2,2017-08,,,
Valdivia,no2,2017-09,,,
Valdivia,no2,2017-10,,,
Valdivia,no2,2017-11,,,
Valdivia,no2,2017-12,,,
Valdivia,no2,2018-01,,,
Valdivia,no2,2018-02,,,
Valdivia,no2,2018-03,,,
Valdivia,no2,2018-04,,,
Valdivia,no2,2018-05,,,
Valdivia,no2,2018-06,,,
Valdivia,no2,2018-07,,,
Valdivia,no2,2018-08,,,
Valdivia,no2,2018-09,,,
Valdivia,no2,2018-10,,,
Valdivia,no2,2018-11,,,
Valdivia,no2,2018-12,,,
Valdivia,no2,2019-01,,,
Valdivia,no2,2019-02,,,
Valdivia,no2,2019-03,,,
Valdivia,no2,2019-04,,,
Valdivia,no2,2019-05,,,
Valdivia,no2,2019-06,,,
Valdivia,no2,2019-07,,,
Valdivia,no2,2019-08,,,
Valdivia,no2,2019-09,,,
Valdivia,no2,2019-10,,,
Valdivia,no2,2019-11,,,
Valdivia,no2,2019-12,,,
Valdivia,no2,2020-01,,,
Valdivia,no2,2020-02,,,
Valdivia,no2,2020-03,,,
Valdivia,no2,2020-04,,,
Valdivia,no2,2020-05,,,
Valdivia,no2,2020-06,,,
Valdivia,no2,2020-07,,,8.254352588201272
Valdivia,o3,2015-07,6.506743768115942,,
Valdivia,o3,2015-08,12.217768070413106,,64.27998
Valdivia,o3,2015-09,12.117443080227737,,67.7999
Valdivia,o3,2015-10,11.937319337307155,,7.5
Valdivia,o3,2015-11,8.503903795729029,,52.150000000000006
Valdivia,o3,2015-12,7.004682386629267,,57.216649999999994
Valdivia,o3,2016-01,6.17447237026648,,80.15
Valdivia,o3,2016-02,7.26075596167626,,11.700411246376811
Valdivia,o3,2016-03,10.117315566959922,,45.18
Valdivia,o3,2016-04,8.068619989734298,,78.124975
Valdivia,o3,2016-05,12.819706867968407,,69.87857142857142
Valdivia,o3,2016-06,8.369251259881421,,48.64998333333333
Valdivia,o3,2016-07,8.758942884992985,,63.67220555555556
Valdivia,o3,2016-08,14.617444334969612,,52.675
Valdivia,o3,2016-09,12.011542628224273,,64.85267047758283
Valdivia,o3,2016-10,13.188852027816738,,31.133333333333336
Valdivia,o3,2016-11,10.518427382160109,,6.2
Valdivia,o3,2016-12,7.172448766343561,,15.418159879336352
Valdivia,o3,2017-01,7.079293846681399,,20.801905080213906
Valdivia,o3,2017-02,9.84389050411922,2.837044781543052,29.917499999999997
Valdivia,o3,2017-03,8.827259472518882,14.857847187499999,18.10195652173913
Valdivia,o3,2017-04,7.060951332729469,,97.5
Valdivia,o3,2017-05,6.747313872474749,,2.0833333333333335
Valdivia,o3,2017-06,5.703448275862069,10.48799081035923,
Valdivia,o3,2017-07,5.275858585858587,13.320337995337995,
Valdivia,o3,2017-08,11.151406529977958,13.254738015607582,50.17045454545455
Valdivia,o3,2017-09,8.129166666666668,,4.366161616161616
Valdivia,o3,2017-10,,,
Valdivia,o3,2017-11,,,
Valdivia,o3,2017-12,,,
Valdivia,o3,2018-01,,,
Valdivia,o3,2018-02,,,
Valdivia,so2,2015-05,10.30561873980978,,
Valdivia,so2,2015-06,11.427225783816427,,
Valdivia,so2,2015-07,10.502418879232616,,126.72065555555555
Valdivia,so2,2015-08,10.417317594298526,,126.37133333333334
Valdivia,so2,2015-09,7.260720480676329,,99.29795
Valdivia,so2,2015-10,9.674688591047223,,
Valdivia,so2,2015-11,8.984345566660396,,97.07099874999999
Valdivia,so2,2015-12,9.297384468740702,,91.96198333333335
Valdivia,so2,2016-01,8.032878669354838,,131.13100000000003
Valdivia,so2,2016-02,8.643141391499226,,107.6165
Valdivia,so2,2016-03,9.930925747641208,,100.4131785897436
Valdivia,so2,2016-04,10.809298478269541,,37.15308513017751
Valdivia,so2,2016-05,11.071972669137022,,66.60132371794872
Valdivia,so2,2016-06,5.952204078502416,,95.32433333333334
Valdivia,so2,2016-07,8.10050222186299,,145.31175
Valdivia,so2,2016-08,6.208391034946237,,137.812
Valdivia,so2,2016-09,4.769780305555557,,
Valdivia,so2,2016-10,6.2883820698924735,,
Valdivia,so2,2016-11,4.290116395238094,,18.702160416666665
Valdivia,so2,2016-12,4.479978064085674,,19.015153846153847
Valdivia,so2,2017-01,4.146469541056166,,26.657697303921566
Valdivia,so2,2017-02,3.856300319664904,,10.28151515151515
Valdivia,so2,2017-03,3.5857913575268827,,6.271545893719806
Valdivia,so2,2017-04,3.155762663043478,,75.2595
Valdivia,so2,2017-05,4.752486559139784,,
Valdivia,so2,2017-06,6.427083333333335,,
Valdivia,so2,2017-07,4.5240188172043005,,
Valdivia,so2,2017-08,4.8335483870967755,,119.21000000000001
Valdivia,so2,2017-09,5.051114130434784,12.05327485380117,20.30017857142857
Valdivia,so2,2017-10,5.14851332398317,,59.300000000000004
Valdivia,so2,2017-11,4.947820048309178,,142.52666666666667
Valdivia,so2,2017-12,3.0538709677419353,,
Valdivia,so2,2018-01,,2.916199087650701,
Valdivia,so2,2018-02,,3.3784399471326987,2.620000000000001
Valdivia,so2,2018-03,,5.473920640486208,200.95
Valdivia,so2,2018-04,,10.412742181540809,199.95
Valdivia,so2,2018-05,,13.458732991529267,
Valdivia,so2,2018-06,,11.294032949055774,
Valdivia,so2,2018-07,,9.1750502571295,
Valdivia,so2,2018-08,,9.161325970079476,
Valdivia,so2,2018-09,,3.31172051503957,
Valdivia,so2,2018-10,,2.693948810850984,
Valdivia,so2,2018-11,,2.626740430622009,
Valdivia,so2,2018-12,,3.117232935951379,
Valdivia,so2,2019-01,,4.579323037528157,
Valdivia,so2,2019-02,,8.107224914965986,
Valdivia,so2,2019-03,,3.990233780108783,
Valdivia,so2,2019-04,,2.619999999999999,
Valdivia,so2,2019-05,,3.4451114050745892,
Valdivia,so2,2019-06,,3.605808316080056,
Valdivia,so2,2019-07,,2.7102714551814993,
Valdivia,so2,2019-08,,2.9540521802881554,
Valdivia,so2,2019-09,,3.0983720889141373,12.716666666666667
Valdivia,so2,2019-10,,6.83674640818119,12.369097222222223
Valdivia,so2,2019-11,,6.590326690821255,
Valdivia,so2,2019-12,,6.271914265374645,8.21
Valdivia,so2,2020-01,,6.4891608228144,
Valdivia,so2,2020-02,,6.775311183693867,
Valdivia,so2,2020-03,,6.493600870515235,
Valdivia,so2,2020-04,,6.363560606060605,
Valdivia,so2,2020-05,,6.583274427302478,
Valdivia,so2,2020-06,5.831875,6.743257070707071,
Valdivia,so2,2020-07,6.700879499766246,,
Valdivia,so2,2020-08,5.466215898745332,,
Valdivia,so2,2020-09,6.17151542599912,4.65,
Valdivia,so2,2020-10,6.526792188059719,5.56,
Valdivia,so2,2020-11,6.274855370474936,,
Valdivia,so2,2020-12,5.959736938104751,,
Valdivia,so2,2021-01,6.966886236134132,,
Valdivia,so2,2021-02,7.790004293713534,,
Valdivia,so2,2021-03,7.498647768002606,,
Valdivia,so2,2021-04,2.6199999999999988,2.619999999999999,
Valdivia,so2,2021-05,2.62,2.6199999999999997,
Valdivia_2,mp10,2018-09,,18.441653726708076,
Valdivia_2,mp10,2018-10,,11.553545624548427,
Valdivia_2,mp10,2018-11,,11.836283643892342,
Valdivia_2,mp10,2018-12,14.837718640679663,43.233333333333334,16.0
Valdivia_2,mp10,2019-01,12.995793033520943,62.952182539682546,
Valdivia_2,mp10,2019-02,15.919140066226891,88.30977824463119,10.0
Valdivia_2,mp10,2019-03,11.263081880718627,37.733333333333334,
Valdivia_2,mp10,2019-04,12.318001443001442,,12.25
Valdivia_2,mp10,2019-05,13.22884525479196,,5.0
Valdivia_2,mp10,2019-06,14.629678304787,,36.0
Valdivia_2,mp10,2019-07,14.646739130434787,1.0,62.0
Valdivia_2,mp10,2019-08,17.52705491096094,68.0,1.0
Valdivia_2,mp10,2019-09,17.246291416581272,10.926923076923078,22.0
Valdivia_2,mp10,2019-10,15.56184826646783,50.526666666666664,8.218537414965985
Valdivia_2,mp10,2019-11,11.316540404040408,38.0,
Valdivia_2,mp10,2019-12,11.917092433046152,66.0,35.0
Valdivia_2,mp10,2020-01,,17.600981767180926,8.0
Valdivia_2,mp10,2020-02,,23.318318113670436,35.0
Valdivia_2,mp10,2020-03,,10.569286837519654,16.0
Valdivia_2,mp10,2020-04,,12.326959815546768,7.0
Valdivia_2,mp10,2020-05,,13.69411663216011,9.6
Valdivia_2,mp10,2020-06,,9.382427536231884,
Valdivia_2,mp10,2020-07,,16.064516129032256,
Valdivia_2,mp10,2020-08,,17.531926406926406,1.0
Valdivia_2,mp10,2020-09,,16.51348814229249,79.5
Valdivia_2,mp10,2020-10,,11.867871017871018,21.44375
Valdivia_2,mp10,2020-11,,11.337206396801601,29.102083333333333
Valdivia_2,mp10,2020-12,,10.471482000935014,67.0
Valdivia_2,mp10,2021-01,,10.860135364868889,171.5
Valdivia_2,mp10,2021-02,,15.322140269151138,16.333333333333332
Valdivia_2,mp10,2021-03,,12.251211271197244,70.0
Valdivia_2,mp10,2021-04,,13.358341959972394,8.0
Valdivia_2,mp10,2021-05,,15.546296296296298,
Valdivia_2,mp2.5,2018-09,,12.536831435472743,
Valdivia_2,mp2.5,2018-10,,7.070535296867694,
Valdivia_2,mp2.5,2018-11,,6.847222222222221,
Valdivia_2,mp2.5,2018-12,5.937539184952976,1.5,6.254901960784314
Valdivia_2,mp2.5,2019-01,4.077414792258865,17.0,
Valdivia_2,mp2.5,2019-02,4.4881599378882,5.0,
Valdivia_2,mp2.5,2019-03,4.417484805984105,,
Valdivia_2,mp2.5,2019-04,9.662932900432901,,23.0
Valdivia_2,mp2.5,2019-05,10.961839644693782,,
Valdivia_2,mp2.5,2019-06,12.162111330698288,17.5,36.0
Valdivia_2,mp2.5,2019-07,12.019468376410874,13.0,41.5
Valdivia_2,mp2.5,2019-08,14.33817416804794,64.0,
Valdivia_2,mp2.5,2019-09,9.3804457619675,,10.333333333333334
Valdivia_2,mp2.5,2019-10,6.400749300674338,,3.3733954451345753
Valdivia_2,mp2.5,2019-11,3.9355167810831424,17.0,
Valdivia_2,mp2.5,2019-12,3.6354703920902023,,3.110732323232323
Valdivia_2,mp2.5,2020-01,,4.699684431977558,8.0
Valdivia_2,mp2.5,2020-02,,3.8806108309481617,3.0
Valdivia_2,mp2.5,2020-03,,3.8476188958306774,32.5
Valdivia_2,mp2.5,2020-04,,9.681790733421169,2.0
Valdivia_2,mp2.5,2020-05,,10.886249137336096,4.260416666666667
Valdivia_2,mp2.5,2020-06,,6.961749069643809,3.4
Valdivia_2,mp2.5,2020-07,,14.357059373539036,16.0
Valdivia_2,mp2.5,2020-08,,15.34753389434315,38.5
Valdivia_2,mp2.5,2020-09,,11.927178456226427,10.056249999999999
Valdivia_2,mp2.5,2020-10,,6.641847491172827,6.816071428571429
Valdivia_2,mp2.5,2020-11,,4.220410628019324,12.0
Valdivia_2,mp2.5,2020-12,,4.070784988737303,19.0
Valdivia_2,mp2.5,2021-01,,4.364077308852904,16.25
Valdivia_2,mp2.5,2021-02,,5.576730425371729,2.625
Valdivia_2,mp2.5,2021-03,,4.493304484121575,3.246790382819795
Valdivia_2,mp2.5,2021-04,,8.467667356797792,5.0
Valdivia_2,mp2.5,2021-05,,10.347222222222221,
Vivero_Los_Castanos,co,2008-01,,0.06946430290322579,
Vivero_Los_Castanos,co,2008-02,,0.13987994736842105,
Vivero_Los_Castanos,co,2008-03,,0.10318472206896553,
Vivero_Los_Castanos,co,2008-04,,0.21532914827586208,
Vivero_Los_Castanos,co,2008-05,,0.2711838666666667,
Vivero_Los_Castanos,co,2008-06,,0.18878840909090913,
Vivero_Los_Castanos,co,2008-07,,0.09237079677419355,
Vivero_Los_Castanos,co,2008-08,,0.08226585862068965,
Vivero_Los_Castanos,co,2008-09,,0.18747707000000002,
Vivero_Los_Castanos,co,2008-10,,0.13293157741935482,
Vivero_Los_Castanos,co,2008-11,,0.10274784137931035,
Vivero_Los_Castanos,co,2008-12,,0.11727719032258069,
Vivero_Los_Castanos,co,2009-01,,0.09067613448275862,
Vivero_Los_Castanos,co,2009-02,,0.0850917,
Vivero_Los_Castanos,co,2009-03,,0.09203461290322583,
Vivero_Los_Castanos,co,2009-04,,0.11326608333333331,
Vivero_Los_Castanos,co,2009-05,,0.13287248695652173,
Vivero_Los_Castanos,co,2009-06,,0.12262835517241377,
Vivero_Los_Castanos,mp10,2008-01,,21.51783333333334,
Vivero_Los_Castanos,mp10,2008-02,,23.810466666666674,
Vivero_Los_Castanos,mp10,2008-03,,18.991891304347824,
Vivero_Los_Castanos,mp10,2008-04,,20.578228571428575,
Vivero_Los_Castanos,mp10,2008-05,,19.25282105263158,
Vivero_Los_Castanos,mp10,2008-06,,19.683829411764705,
Vivero_Los_Castanos,mp10,2008-07,,12.432234516129034,
Vivero_Los_Castanos,mp10,2008-08,,9.448943103448276,
Vivero_Los_Castanos,mp10,2008-09,,22.692320000000006,
Vivero_Los_Castanos,mp10,2008-10,,12.249351935483869,
Vivero_Los_Castanos,mp10,2008-11,,12.498941666666665,
