Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
arica,mp2.5,2000-01,20.35,,
arica,mp2.5,2000-02,,,
arica,mp2.5,2000-03,,,
arica,mp2.5,2000-04,,,
arica,mp2.5,2000-05,,,
arica,mp2.5,2000-06,,,
arica,mp2.5,2000-07,,,
arica,mp2.5,2000-08,,,
arica,mp2.5,2000-09,,,
arica,mp2.5,2000-10,,,
arica,mp2.5,2000-11,,,
arica,mp2.5,2000-12,,,
arica,mp2.5,2001-01,,,
arica,mp2.5,2001-02,,,
arica,mp2.5,2001-03,,,
arica,mp2.5,2001-04,,,
arica,mp2.5,2001-05,,,
arica,mp2.5,2001-06,,,
arica,mp2.5,2001-07,,,
arica,mp2.5,2001-08,,,
arica,mp2.5,2001-09,,,
arica,mp2.5,2001-10,,,
arica,mp2.5,2001-11,,,
arica,mp2.5,2001-12,,,
arica,mp2.5,2002-01,,,
arica,mp2.5,2002-02,,,
arica,mp2.5,2002-03,,,
arica,mp2.5,2002-04,,,
arica,mp2.5,2002-05,,,
arica,mp2.5,2002-06,,,
arica,mp2.5,2002-07,,,
arica,mp2.5,2002-08,,,
arica,mp2.5,2002-09,,,
arica,mp2.5,2002-10,,,
arica,mp2.5,2002-11,,,
arica,mp2.5,2002-12,,,
arica,mp2.5,2003-01,,,
arica,mp2.5,2003-02,,,
arica,mp2.5,2003-03,,,
arica,mp2.5,2003-04,,,
arica,mp2.5,2003-05,,,
arica,mp2.5,2003-06,,,
arica,mp2.5,2003-07,,,
arica,mp2.5,2003-08,,,
arica,mp2.5,2003-09,,,
arica,mp2.5,2003-10,,,
arica,mp2.5,2003-11,,,
arica,mp2.5,2003-12,,,
arica,mp2.5,2004-01,,,
arica,mp2.5,2004-02,,,
arica,mp2.5,2004-03,,,
arica,mp2.5,2004-04,,,
arica,mp2.5,2004-05,,,
arica,mp2.5,2004-06,,,
arica,mp2.5,2004-07,,,
arica,mp2.5,2004-08,,,
arica,mp2.5,2004-09,,,
arica,mp2.5,2004-10,,,
arica,mp2.5,2004-11,,,
arica,mp2.5,2004-12,,,
arica,mp2.5,2005-01,,,
arica,mp2.5,2005-02,,,
arica,mp2.5,2005-03,,,
arica,mp2.5,2005-04,,,
arica,mp2.5,2005-05,,,
arica,mp2.5,2005-06,,,
arica,mp2.5,2005-07,,,
arica,mp2.5,2005-08,,,
arica,mp2.5,2005-09,,,
arica,mp2.5,2005-10,,,
arica,mp2.5,2005-11,,,
arica,mp2.5,2005-12,,,
arica,mp2.5,2006-01,,,
arica,mp2.5,2006-02,,,
arica,mp2.5,2006-03,,,
arica,mp2.5,2006-04,,,
arica,mp2.5,2006-05,,,
arica,mp2.5,2006-06,,,
arica,mp2.5,2006-07,,,
arica,mp2.5,2006-08,,,
arica,mp2.5,2006-09,,,
arica,mp2.5,2006-10,,,
arica,mp2.5,2006-11,,,
arica,mp2.5,2006-12,,,
arica,mp2.5,2007-01,,,
arica,mp2.5,2007-02,,,
arica,mp2.5,2007-03,,,
arica,mp2.5,2007-04,,,
arica,mp2.5,2007-05,,,
arica,mp2.5,2007-06,,,
arica,mp2.5,2007-07,,,
arica,mp2.5,2007-08,,,
arica,mp2.5,2007-09,,,
arica,mp2.5,2007-10,,,
arica,mp2.5,2007-11,,,
arica,mp2.5,2007-12,,,
arica,mp2.5,2008-01,,,
arica,mp2.5,2008-02,,,
arica,mp2.5,2008-03,,,
arica,mp2.5,2008-04,,,
arica,mp2.5,2008-05,,,
arica,mp2.5,2008-06,,,
arica,mp2.5,2008-07,,,
arica,mp2.5,2008-08,,,
arica,mp2.5,2008-09,,,
arica,mp2.5,2008-10,,,
arica,mp2.5,2008-11,,,
arica,mp2.5,2008-12,,,
arica,mp2.5,2009-01,,,
arica,mp2.5,2009-02,,,
arica,mp2.5,2009-03,,,
arica,mp2.5,2009-04,,,
arica,mp2.5,2009-05,,,
arica,mp2.5,2009-06,,,
arica,mp2.5,2009-07,,,
arica,mp2.5,2009-08,,,
arica,mp2.5,2009-09,,,
arica,mp2.5,2009-10,,,
arica,mp2.5,2009-11,,,
arica,mp2.5,2009-12,,,
arica,mp2.5,2010-01,,,
arica,mp2.5,2010-02,,,
arica,mp2.5,2010-03,,,
arica,mp2.5,2010-04,,,
arica,mp2.5,2010-05,,,
arica,mp2.5,2010-06,,,
arica,mp2.5,2010-07,,,
arica,mp2.5,2010-08,,,
arica,mp2.5,2010-09,,,
arica,mp2.5,2010-10,,,
arica,mp2.5,2010-11,,,
arica,mp2.5,2010-12,,,
arica,mp2.5,2011-01,,,
arica,mp2.5,2011-02,,,
arica,mp2.5,2011-03,,,
arica,mp2.5,2011-04,,,
arica,mp2.5,2011-05,,,
arica,mp2.5,2011-06,,,
arica,mp2.5,2011-07,,,
arica,mp2.5,2011-08,,,
arica,mp2.5,2011-09,,,
arica,mp2.5,2011-10,,,
arica,mp2.5,2011-11,,,
arica,mp2.5,2011-12,,,
arica,mp2.5,2012-01,,,
arica,mp2.5,2012-02,,,
arica,mp2.5,2012-03,,,
arica,mp2.5,2012-04,,,
arica,mp2.5,2012-05,,,
arica,mp2.5,2012-06,,,
arica,mp2.5,2012-07,,,
arica,mp2.5,2012-08,,,
arica,mp2.5,2012-09,,,
