Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
cerrillos,ch4,2003-12,,,
cerrillos,ch4,2004-01,,,
cerrillos,ch4,2004-02,,,
cerrillos,ch4,2004-03,,,
cerrillos,ch4,2004-04,,,
cerrillos,ch4,2004-05,,,
cerrillos,ch4,2004-06,,,
cerrillos,ch4,2004-07,,,
cerrillos,ch4,2004-08,,,
cerrillos,ch4,2004-09,,,
cerrillos,ch4,2004-10,,,
cerrillos,ch4,2004-11,,,
cerrillos,ch4,2004-12,,,
cerrillos,ch4,2005-01,,,
cerrillos,ch4,2005-02,,,
cerrillos,ch4,2005-03,,,
cerrillos,ch4,2005-04,,,
cerrillos,ch4,2005-05,,,
cerrillos,ch4,2005-06,,,
cerrillos,ch4,2005-07,,,
cerrillos,ch4,2005-08,,,
cerrillos,ch4,2005-09,,,
cerrillos,ch4,2005-10,,,
cerrillos,ch4,2005-11,,,
cerrillos,ch4,2005-12,,,
cerrillos,ch4,2006-01,,,
cerrillos,ch4,2006-02,,,
cerrillos,ch4,2006-03,,,
cerrillos,ch4,2006-04,,,
cerrillos,ch4,2006-05,,,
cerrillos,ch4,2006-06,,,
cerrillos,ch4,2006-07,,,
cerrillos,ch4,2006-08,,,
cerrillos,ch4,2006-09,,,
cerrillos,ch4,2006-10,,,
cerrillos,ch4,2006-11,,,
cerrillos,ch4,2006-12,,,
cerrillos,ch4,2007-01,,,
cerrillos,ch4,2007-02,,,
cerrillos,ch4,2007-03,,,
cerrillos,ch4,2007-04,,,
cerrillos,ch4,2007-05,,,
cerrillos,ch4,2007-06,,,
cerrillos,ch4,2007-07,,,
cerrillos,ch4,2007-08,,,
cerrillos,ch4,2007-09,,,
cerrillos,ch4,2007-10,,,
cerrillos,ch4,2007-11,,,
cerrillos,ch4,2007-12,,,
cerrillos,ch4,2008-01,,,
cerrillos,ch4,2008-02,,,
cerrillos,ch4,2008-03,,,
cerrillos,ch4,2008-04,,,
cerrillos,ch4,2008-05,,,
cerrillos,ch4,2008-06,,,
cerrillos,ch4,2008-07,,,
cerrillos,ch4,2008-08,,,
cerrillos,ch4,2008-09,,,
cerrillos,ch4,2008-10,,,
cerrillos,ch4,2008-11,,,
cerrillos,ch4,2008-12,,,
cerrillos,ch4,2009-01,,,
cerrillos,ch4,2009-02,,,
cerrillos,ch4,2009-03,,,
cerrillos,ch4,2009-04,,,
cerrillos,ch4,2009-05,,,
cerrillos,ch4,2009-06,,,
