Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
21_de_mayo,mp10,2012-04,,84.58556627664109,
21_de_mayo,mp10,2012-05,,95.87631581720429,
21_de_mayo,mp10,2012-06,,72.97009815442891,
21_de_mayo,mp10,2012-07,,87.37921260752687,
21_de_mayo,mp10,2012-08,,65.38876508512544,
21_de_mayo,mp10,2012-09,,56.44817663888888,
21_de_mayo,mp10,2012-10,,37.04066013131314,999.75025
21_de_mayo,mp10,2012-11,,36.8086629417545,999.8572857142858
21_de_mayo,mp10,2012-12,,22.31270633504753,
21_de_mayo,mp10,2013-01,48.90245443275786,,
21_de_mayo,mp10,2013-02,34.482537311723604,,
21_de_mayo,mp10,2013-03,48.032258659621576,13.668500000000002,
21_de_mayo,mp10,2013-04,55.67158149374176,,
21_de_mayo,mp10,2013-05,87.64077179356816,,
21_de_mayo,mp10,2013-06,61.662168513888886,,
21_de_mayo,mp10,2013-07,63.202158122954664,13.55,
21_de_mayo,mp10,2013-08,69.38835514142121,,
21_de_mayo,mp10,2013-09,60.6034260138889,,
21_de_mayo,mp10,2013-10,37.55734981182794,,
21_de_mayo,mp10,2013-11,30.80639518659421,,
21_de_mayo,mp10,2013-12,44.20308998889667,,
21_de_mayo,mp10,2014-01,51.121818802588436,,
21_de_mayo,mp10,2014-02,46.04545962955221,,
21_de_mayo,mp10,2014-03,51.55231771953405,,
21_de_mayo,mp10,2014-04,53.807182427536226,,
21_de_mayo,mp10,2014-05,75.64998542367928,,
21_de_mayo,mp10,2014-06,51.901685398550725,,
21_de_mayo,mp10,2014-07,81.43980892414677,,
21_de_mayo,mp10,2014-08,82.40895945067788,,
21_de_mayo,mp10,2014-09,52.14018605072465,,
21_de_mayo,mp10,2014-10,48.63373131895746,,
21_de_mayo,mp10,2014-11,34.31652479891304,,
21_de_mayo,mp10,2014-12,33.037881733870975,,
21_de_mayo,mp10,2015-01,37.91107660296868,,
21_de_mayo,mp10,2015-02,60.07512996247413,,
21_de_mayo,mp10,2015-03,78.31865485407066,,
21_de_mayo,mp10,2015-04,94.91917744599724,,
21_de_mayo,mp10,2015-05,70.96022634700795,,
21_de_mayo,mp10,2015-06,66.4985202843654,,
21_de_mayo,mp10,2015-07,69.16333914467252,,
21_de_mayo,mp10,2015-08,55.54109795932679,,
21_de_mayo,mp10,2015-09,42.31262595471014,,
21_de_mayo,mp10,2015-10,35.87533054055634,,
21_de_mayo,mp10,2015-11,30.70281388768116,,
21_de_mayo,mp10,2015-12,30.101933754495274,,
21_de_mayo,mp10,2016-01,44.85398936610671,,
21_de_mayo,mp10,2016-02,39.80039061548771,,
21_de_mayo,mp10,2016-03,54.825328611500716,,
21_de_mayo,mp10,2016-04,66.75859869587177,,
21_de_mayo,mp10,2016-05,97.91055392313743,,
21_de_mayo,mp10,2016-06,102.79212083333333,,
21_de_mayo,mp10,2016-07,70.81109151209678,,
21_de_mayo,mp10,2016-08,58.63111010752689,,
21_de_mayo,mp10,2016-09,58.84501559722223,,
21_de_mayo,mp10,2016-10,32.446601964703135,,19.795
21_de_mayo,mp10,2016-11,31.120496992620303,,254.4
21_de_mayo,mp10,2016-12,28.91488564335501,,
21_de_mayo,mp10,2017-01,37.63445456989248,,
21_de_mayo,mp10,2017-02,37.997089686206,,
21_de_mayo,mp10,2017-03,39.74651408660589,,129.5
21_de_mayo,mp10,2017-04,40.64881848248793,,
21_de_mayo,mp10,2017-05,74.31985050363382,115.0,0.0
21_de_mayo,mp10,2017-06,64.91646135265698,47.0,
21_de_mayo,mp10,2017-07,70.24520804114073,,
21_de_mayo,mp10,2017-08,48.58688089541568,44.5,222.0
21_de_mayo,mp10,2017-09,48.73315217391304,,
21_de_mayo,mp10,2017-10,23.755551659654042,,206.0
21_de_mayo,mp10,2017-11,28.34224308300395,,41.0
21_de_mayo,mp10,2017-12,33.95763207106125,,
21_de_mayo,mp10,2018-01,37.57760635811127,,
21_de_mayo,mp10,2018-02,44.7873317805383,,
21_de_mayo,mp10,2018-03,32.029651352231994,,
21_de_mayo,mp10,2018-04,61.39128787878787,,
21_de_mayo,mp10,2018-05,76.01935832984222,,
21_de_mayo,mp10,2018-06,88.52449321591197,,
21_de_mayo,mp10,2018-07,109.70856708742404,,34.0
21_de_mayo,mp10,2018-08,82.33809872922777,,
21_de_mayo,mp10,2018-09,38.493093983311375,11.0,
21_de_mayo,mp10,2018-10,29.94465871902759,,0.0
21_de_mayo,mp10,2018-11,26.908395183721264,,11.76923076923077
21_de_mayo,mp10,2018-12,32.02384291725106,,
21_de_mayo,mp10,2019-01,28.321820944366532,,31.0
21_de_mayo,mp10,2019-02,55.79516045548655,,
21_de_mayo,mp10,2019-03,51.12674471803256,,57.0
21_de_mayo,mp10,2019-04,62.5794191919192,,74.0
21_de_mayo,mp10,2019-05,77.19629499766245,,
21_de_mayo,mp10,2019-06,62.71829710144928,,
21_de_mayo,mp10,2019-07,58.76801925283692,,11.5
21_de_mayo,mp10,2019-08,67.864597942964,,691.3333333333334
21_de_mayo,mp10,2019-09,36.69203447518665,,56.0
21_de_mayo,mp10,2019-10,32.698999107484376,,
21_de_mayo,mp10,2019-11,34.30265700483093,,41.0
21_de_mayo,mp10,2019-12,35.14882697947215,,53.0
21_de_mayo,mp10,2020-01,,37.679785107446286,104.0
21_de_mayo,mp10,2020-02,,33.9046442687747,0.0
21_de_mayo,mp10,2020-03,16.974184782608695,37.379852484472046,157.5
21_de_mayo,mp10,2020-04,45.404545454545456,,
21_de_mayo,mp10,2020-05,66.97843332450626,,210.0
21_de_mayo,mp10,2020-06,52.5611233010146,,0.0
21_de_mayo,mp10,2020-07,66.69384057971014,,
21_de_mayo,mp10,2020-08,50.61110164963602,,16.5
21_de_mayo,mp10,2020-09,42.805670838823026,,35.5
21_de_mayo,mp10,2020-10,32.65836839644694,,28.0
21_de_mayo,mp10,2020-11,31.44595410628019,,70.0
21_de_mayo,mp10,2020-12,25.658171830507037,,
21_de_mayo,mp10,2021-01,28.968039440690212,,60.0
21_de_mayo,mp10,2021-02,28.20438664596273,,481.0
21_de_mayo,mp10,2021-03,33.63795261460179,,0.0
21_de_mayo,mp10,2021-04,,35.11910957400088,31.0
21_de_mayo,mp10,2021-05,,52.49778582930757,
21_de_mayo,mp2.5,2012-04,,36.43493632139812,
21_de_mayo,mp2.5,2012-05,,71.68070346505377,
21_de_mayo,mp2.5,2012-06,,61.624176769672864,
21_de_mayo,mp2.5,2012-07,,68.44058201612901,
21_de_mayo,mp2.5,2012-08,,48.22767476751208,
21_de_mayo,mp2.5,2012-09,,29.41430737222222,
21_de_mayo,mp2.5,2012-10,,15.206848244252873,999.5480714285715
21_de_mayo,mp2.5,2012-11,,10.18274374502635,999.5005
21_de_mayo,mp2.5,2012-12,,6.374821482031187,
21_de_mayo,mp2.5,2013-01,9.870483899466302,,
21_de_mayo,mp2.5,2013-02,8.280507270845096,,
21_de_mayo,mp2.5,2013-03,16.094300431433904,69.38495,
21_de_mayo,mp2.5,2013-04,28.569676384251057,,
21_de_mayo,mp2.5,2013-05,71.33505275092602,,
21_de_mayo,mp2.5,2013-06,48.146553875000016,,
21_de_mayo,mp2.5,2013-07,51.82130733052828,21.0,
21_de_mayo,mp2.5,2013-08,51.95309765029326,,
21_de_mayo,mp2.5,2013-09,31.886004158212554,,999.0
21_de_mayo,mp2.5,2013-10,10.635001953099835,,
21_de_mayo,mp2.5,2013-11,5.92265300120773,,
21_de_mayo,mp2.5,2013-12,6.066658826979474,,
21_de_mayo,mp2.5,2014-01,10.342098026819924,,
21_de_mayo,mp2.5,2014-02,6.890180659722222,,
21_de_mayo,mp2.5,2014-03,12.267452428315414,,
21_de_mayo,mp2.5,2014-04,29.079731114505016,,
21_de_mayo,mp2.5,2014-05,56.57716920698925,,
21_de_mayo,mp2.5,2014-06,40.406277720410635,,
21_de_mayo,mp2.5,2014-07,63.95393995967742,,
