Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
Coyhaique,mp10,2007-03,40.946299912342226,,
Coyhaique,mp10,2007-04,59.45252601845086,,
Coyhaique,mp10,2007-05,164.79032862379555,,
Coyhaique,mp10,2007-06,128.51789847222219,,
Coyhaique,mp10,2007-07,149.36458063931744,,
Coyhaique,mp10,2007-08,163.5584112012987,,
Coyhaique,mp10,2007-09,74.52797202797203,96.77905713768116,
Coyhaique,mp10,2007-10,,,
Coyhaique,mp10,2007-11,37.218200208333336,,
Coyhaique,mp10,2007-12,28.93165520833334,32.91477272727273,
Coyhaique,mp10,2008-01,36.10126534411102,,
Coyhaique,mp10,2008-02,31.257543103448278,,
Coyhaique,mp10,2008-03,43.68361777777777,,
Coyhaique,mp10,2008-04,66.22291666666666,,
Coyhaique,mp10,2008-05,125.64063537014061,,
Coyhaique,mp10,2008-06,175.4428155984028,,
Coyhaique,mp10,2008-07,151.22009895589844,,
Coyhaique,mp10,2008-08,101.07005494505495,,
Coyhaique,mp10,2008-09,112.6200396825397,,
Coyhaique,mp10,2008-10,54.74244505494506,,
Coyhaique,mp10,2008-11,35.50694444444444,,
Coyhaique,mp10,2008-12,38.15922619047619,,
Coyhaique,mp10,2009-01,27.968425859384354,,
Coyhaique,mp10,2009-02,27.9040854978355,,
Coyhaique,mp10,2009-03,44.49591880341881,,
Coyhaique,mp10,2009-04,72.79166666666669,,
Coyhaique,mp10,2009-05,84.82272483286977,,
Coyhaique,mp10,2009-06,170.03884057971015,,
Coyhaique,mp10,2009-07,123.86824030463767,,
Coyhaique,mp10,2009-08,107.58198924731182,,
Coyhaique,mp10,2009-09,73.99491578682756,,
Coyhaique,mp10,2009-10,47.66945670506912,,
Coyhaique,mp10,2009-11,36.906941825043916,,
Coyhaique,mp10,2009-12,32.44719742753623,,
Coyhaique,mp10,2010-01,26.18341715786902,27.799999999999997,
Coyhaique,mp10,2010-02,36.89991391212853,68.17777444444444,
Coyhaique,mp10,2010-03,44.421251029580525,50.499987499999996,
Coyhaique,mp10,2010-04,84.15716108816423,32.0,
Coyhaique,mp10,2010-05,108.11702607718895,366.16665555555556,
Coyhaique,mp10,2010-06,171.48569049043363,281.75194595238094,
Coyhaique,mp10,2010-07,171.82595811975216,123.53746249999999,
Coyhaique,mp10,2010-08,173.03641299184676,561.2407435185186,
Coyhaique,mp10,2010-09,79.66626623179324,112.74374999999999,
Coyhaique,mp10,2010-10,49.98037228494624,,
Coyhaique,mp10,2010-11,36.49373894378569,92.375,
Coyhaique,mp10,2010-12,29.808103858111256,51.5,
Coyhaique,mp10,2011-01,27.84696723662208,,
Coyhaique,mp10,2011-02,34.950975840382206,,
Coyhaique,mp10,2011-03,37.79041518393661,,
Coyhaique,mp10,2011-04,48.401971127810256,861.3996666666667,
Coyhaique,mp10,2011-05,123.07062966775375,,
Coyhaique,mp10,2011-06,172.34966392358263,495.2051388020833,
Coyhaique,mp10,2011-07,134.90788699975744,359.7330666666667,
Coyhaique,mp10,2011-08,175.07931363955115,418.89978,
Coyhaique,mp10,2011-09,85.54336825076858,291.5,
Coyhaique,mp10,2011-10,81.68121979166666,64.27507497994654,
Coyhaique,mp10,2011-11,29.06666375,37.19087731617628,
Coyhaique,mp10,2011-12,35.24775213141025,34.97253202898551,
Coyhaique,mp10,2012-01,26.27546125,30.443056556924194,40.338800757575754
Coyhaique,mp10,2012-02,29.83934916666667,33.95287937600644,53.087500000000006
Coyhaique,mp10,2012-03,39.139348125,44.27354421905619,331.924
