Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
21_de_mayo,mp10,2018-08,,,24.357608695652175
21_de_mayo,mp10,2018-09,,,39.464826839826834
21_de_mayo,mp10,2018-10,,,39.222507331378296
21_de_mayo,mp10,2018-11,,,36.362555135475745
21_de_mayo,mp10,2018-12,,,38.36764705882353
21_de_mayo,mp10,2019-01,,,32.73533724340175
21_de_mayo,mp10,2019-02,,,32.753125000000004
21_de_mayo,mp10,2019-03,,,33.28091397849463
21_de_mayo,mp10,2019-04,,,29.58957509881423
21_de_mayo,mp10,2019-05,,,35.90860215053764
21_de_mayo,mp10,2019-06,,,37.173809523809524
21_de_mayo,mp10,2019-07,,,37.848118279569896
21_de_mayo,mp10,2019-08,,,45.67829593267882
21_de_mayo,mp10,2019-09,,,29.391787439613527
21_de_mayo,mp10,2019-10,,,43.28018615325768
21_de_mayo,mp10,2019-11,,,39.2
21_de_mayo,mp10,2019-12,,,37.06854838709677
21_de_mayo,mp10,2020-01,,,33.06720430107527
21_de_mayo,mp10,2020-02,,,37.183908045977006
21_de_mayo,mp10,2020-03,,,24.6815100514259
21_de_mayo,mp10,2020-04,,,30.148611111111112
21_de_mayo,mp10,2020-05,,,31.74100046750818
21_de_mayo,mp10,2020-06,,,26.144444444444446
21_de_mayo,mp10,2020-07,,,23.735215053763437
21_de_mayo,mp10,2020-08,,,18.137518561293515
21_de_mayo,mp10,2020-09,,,3.1069444444444447
21_de_mayo,mp10,2020-10,,,16.77519606593115
21_de_mayo,mp10,2020-11,,,23.252843137254903
21_de_mayo,mp10,2020-12,,,22.594086021505376
21_de_mayo,mp10,2021-01,,,23.858164344943706
21_de_mayo,mp10,2021-02,,,20.0470367494824
21_de_mayo,mp10,2021-03,,,24.178529686769515
21_de_mayo,mp10,2021-04,,,20.513055555555557
21_de_mayo,mp10,2021-05,,,19.40972222222222
21_de_mayo,mp2.5,2018-08,,,10.940579710144927
21_de_mayo,mp2.5,2018-09,,,16.191423160173166
21_de_mayo,mp2.5,2018-10,,,14.374022482893448
21_de_mayo,mp2.5,2018-11,,,12.362712665406427
21_de_mayo,mp2.5,2018-12,,,11.772612270714736
21_de_mayo,mp2.5,2019-01,,,11.039100684261976
21_de_mayo,mp2.5,2019-02,,,11.127083333333337
21_de_mayo,mp2.5,2019-03,,,13.306451612903228
21_de_mayo,mp2.5,2019-04,,,13.428606719367588
21_de_mayo,mp2.5,2019-05,,,15.713709677419354
21_de_mayo,mp2.5,2019-06,,,15.150396825396827
21_de_mayo,mp2.5,2019-07,,,18.266129032258064
21_de_mayo,mp2.5,2019-08,,,17.958333333333336
21_de_mayo,mp2.5,2019-09,,,11.185435880544578
21_de_mayo,mp2.5,2019-10,,,14.298753665689151
21_de_mayo,mp2.5,2019-11,,,14.129166666666668
21_de_mayo,mp2.5,2019-12,,,14.95967741935484
21_de_mayo,mp2.5,2020-01,,,12.348118279569892
21_de_mayo,mp2.5,2020-02,,,13.787617554858933
21_de_mayo,mp2.5,2020-03,,,10.057971014492754
21_de_mayo,mp2.5,2020-04,,,12.270833333333334
21_de_mayo,mp2.5,2020-05,,,14.72136512388967
21_de_mayo,mp2.5,2020-06,,,11.562500000000002
21_de_mayo,mp2.5,2020-07,,,10.103494623655916
21_de_mayo,mp2.5,2020-08,,,7.259968102073365
21_de_mayo,mp2.5,2020-09,,,1.2958333333333334
21_de_mayo,mp2.5,2020-10,,,5.219310712937476
21_de_mayo,mp2.5,2020-11,,,6.553660130718955
21_de_mayo,mp2.5,2020-12,,,6.821236559139784
21_de_mayo,mp2.5,2021-01,,,7.110898652662513
21_de_mayo,mp2.5,2021-02,,,5.481754658385094
21_de_mayo,mp2.5,2021-03,,,6.641771856007481
21_de_mayo,mp2.5,2021-04,,,6.978333333333334
21_de_mayo,mp2.5,2021-05,,,4.708333333333333
EME,mp10,2001-04,,46.2613,
EME,mp10,2001-07,,46.9441,
EME,mp10,2001-10,,57.3427,
EME,mp10,2002-01,,51.1586,
EME,mp10,2002-04,,37.8032,
EME,mp10,2002-07,,36.9708,
EME,mp10,2002-10,,47.904,
EME,mp10,2003-01,,43.9483,
EME,mp10,2003-04,,41.4483,
EME,mp10,2003-07,,49.2637,
EME,mp10,2003-10,,49.4879,
EME,mp10,2004-01,,47.5724,
EME,mp10,2004-04,,47.6575,
EME,mp10,2004-07,,35.7,
EME,mp10,2004-10,,40.1758,
EME,mp10,2005-01,,46.6941,
EME,mp10,2005-04,,50.6685,
EME,mp10,2005-07,,44.67,
EME,mp10,2005-10,,39.7719,
EME,mp10,2006-01,,44.61,
EME,mp10,2006-04,,41.6133,
EME,mp10,2006-07,,37.1258,
EME,mp10,2006-10,,43.4653,
EME,mp10,2007-01,,42.9241,42.9241
EME,mp10,2007-04,,39.6766,39.862
EME,mp10,2007-07,,39.65,48.2733
EME,mp10,2007-10,,41.6419,41.7066
EME,mp10,2008-01,,52.2517,
EME,mp10,2008-04,,48.5475,
EME,mp10,2008-07,,46.6717,
EME,mp10,2008-10,,43.4656,42.2862
EME,mp10,2009-01,,41.8,
EME,mp10,2009-04,,45.1908,
EME,mp10,2009-07,,49.304,
EME,mp10,2009-10,,47.5919,
EME,mp10,2010-01,,44.3543,
EME,mp10,2010-04,,38.5966,
EME,mp10,2010-07,,40.1387,
EME,mp10,2010-10,,41.31,
EME,mp2.5,2018-08,,,11.927536231884057
EME,mp2.5,2018-09,,,12.84861111111111
EME,mp2.5,2018-10,,,10.493768328445746
EME,mp2.5,2018-11,,,8.739942528735634
EME,mp2.5,2018-12,,,7.909409977174599
EME,mp2.5,2019-01,,,8.051075268817206
EME,mp2.5,2019-02,,,8.453869047619047
EME,mp2.5,2019-03,,,9.43279569892473
EME,mp2.5,2019-04,,,9.611571598336303
EME,mp2.5,2019-05,,,8.28882575757576
EME,mp2.5,2019-06,,,10.524999999999997
EME,mp2.5,2019-07,,,13.200268817204297
EME,mp2.5,2019-08,,,12.393817204301078
EME,mp2.5,2019-09,,,7.767658730158731
EME,mp2.5,2019-10,,,7.8456439393939394
EME,mp2.5,2019-11,,,8.578947368421051
EME,mp2.5,2019-12,,,9.113370733987844
EME,mp2.5,2020-01,,,8.751344086021504
EME,mp2.5,2020-02,,,9.602011494252874
EME,mp2.5,2020-03,,,12.0
EME,mp2.5,2020-04,,,10.913888888888886
EME,mp2.5,2020-05,,,11.404569892473113
EME,mp2.5,2020-06,,,9.723611111111113
EME,mp2.5,2020-07,,,9.80779569892473
EME,mp2.5,2020-08,,,8.981182795698926
EME,mp2.5,2020-09,,,6.845833333333334
EME,mp2.5,2020-10,,,6.193315295815294
EME,mp2.5,2020-11,,,5.788562091503268
EME,mp2.5,2020-12,,,6.577956989247311
EME,mp2.5,2021-01,,,7.391888733052831
EME,mp2.5,2021-02,,,6.467261904761905
EME,mp2.5,2021-03,,,6.481182795698924
EME,mp2.5,2021-04,,,7.0874999999999995
EME,mp2.5,2021-05,,,4.958333333333333
EME,no,2004-01,,1.0937335017999066,
EME,no,2004-02,,0.577961632784744,
EME,no,2004-03,,1.6149982006598242,
EME,no,2004-04,,1.3367199158333336,
EME,no,2004-05,,0.6899156988095239,
EME,no,2004-06,,0.6387175981209395,
EME,no,2004-07,,0.4813571230938416,
EME,no,2004-08,,0.33955764762952095,
EME,no,2004-09,,1.6275958966666666,
EME,no,2004-10,,0.37791323949169114,
EME,no,2004-11,,1.218484298838384,
EME,no,2004-12,,0.9878549338172042,
EME,no,2005-01,,,
EME,no,2005-02,,5.073357181335034,
EME,no,2005-03,,0.7394450633431084,
EME,no,2005-04,,1.2014956680050508,
EME,no,2005-05,,1.0992925761520738,
EME,no,2005-06,,1.796305790873016,
EME,no,2005-07,,2.2675190417888564,
EME,no,2005-08,,2.758130814539403,
EME,no,2005-09,,2.0318084305555555,
EME,no,2005-10,,1.948721394290025,
EME,no,2005-11,,1.4175236587777782,
EME,no,2005-12,,2.029349381989247,
EME,no,2006-01,,2.2279022622580644,
EME,no,2006-02,,3.6314507155272113,
EME,no,2006-03,,6.204532913594471,
EME,no,2006-04,,2.73631121491228,
EME,no,2006-05,,4.075568839477726,
EME,no,2006-06,,7.58253625,
EME,no,2006-07,,4.866243099462366,
EME,no,2006-08,,7.909272349462365,
EME,no,2006-09,,9.444676349206349,
EME,no,2006-10,,5.565957530372853,
EME,no,2006-11,,7.399495053451176,
EME,no,2006-12,,7.759756876666666,
EME,no,2007-01,,3.241201794843597,
EME,no,2007-02,,7.4357829404761935,
EME,no,2007-03,,6.638817414467252,
EME,no,2007-04,,,
EME,no,2007-05,,9.350855994623657,
EME,no,2007-06,,15.871319319444442,
EME,no,2007-07,,11.450020460829494,
EME,no,2007-08,,14.708717482718896,
EME,no,2007-09,,9.822343699494951,
EME,no,2007-10,,8.371659684849396,
EME,no,2007-11,,18.795569388888893,
EME,no,2007-12,,5.096025533333333,
EME,no,2008-01,,3.35686810829493,
EME,no,2008-02,,2.4426616629720845,
EME,no,2008-03,,2.504410419024926,
EME,no,2008-04,,2.8451771722222214,
EME,no,2008-05,,2.002959456797235,
EME,no,2008-06,,1.8464966986111109,
EME,no,2008-07,,1.6749997460261803,
EME,no,2008-08,,1.3148358521739132,
EME,no,2008-09,,1.110726010732323,
EME,no,2008-10,,1.2898679235956692,
EME,no,2008-11,,1.4663963879642856,
EME,no,2008-12,,1.453137213304008,
EME,no,2009-01,,1.9172203643695012,
EME,no,2009-02,,2.4491758842803035,
EME,no,2009-03,,2.045025619965787,
EME,no,2009-04,,1.8687461880808083,
EME,no,2009-05,,1.2439012555714286,
EME,no,2009-06,,2.4623999609617924,
EME,no,2009-07,,3.4565254497755964,
EME,no,2009-08,,2.7402338342619745,
EME,no,2009-09,,2.3851473525505056,
EME,no,2009-10,,2.9855940941209322,
EME,no,2009-11,,3.5804217164031615,
EME,no,2009-12,,3.825660148083217,
EME,no,2010-01,,,
EME,no,2010-02,,,
EME,no,2010-03,,,
EME,no,2010-04,,,
EME,no,2010-05,,,
EME,no,2010-06,,,
EME,no,2010-07,,,
EME,no,2010-08,,,
EME,no,2010-09,,,
EME,no,2010-10,,,
EME,no,2010-11,,,
EME,no,2010-12,,,
EME,no2,2002-01,,0.6011232612249777,
EME,no2,2002-02,,1.2431366143540885,
EME,no2,2002-03,,2.056196410434995,
EME,no2,2002-04,,2.4129038125,
EME,no2,2002-05,,4.974230801056296,
EME,no2,2002-06,,1.9493792128787877,
EME,no2,2002-07,,1.9345364868476436,
EME,no2,2002-08,,0.6603784189814815,
EME,no2,2002-09,,1.3914465386994948,
EME,no2,2002-10,,2.103857123655914,
EME,no2,2002-11,,1.072770332010582,
EME,no2,2002-12,,1.0366856944525906,
EME,no2,2003-01,,1.7841472733382209,
EME,no2,2003-02,,3.2838080466720774,
EME,no2,2003-03,,1.1878839214320622,
EME,no2,2003-04,,0.8318886245580808,
EME,no2,2003-05,,0.5975774723240469,
EME,no2,2003-06,,1.903288693686869,
EME,no2,2003-07,,1.828085756414956,
EME,no2,2003-08,,3.2886468703567946,
EME,no2,2003-09,,17.900118482236156,
EME,no2,2003-10,,23.108242271505375,
EME,no2,2003-11,,4.775954935479798,
EME,no2,2003-12,,0.7804206267106549,
EME,no2,2004-01,,1.509839297627396,
EME,no2,2004-02,,1.6968113866248695,
EME,no2,2004-03,,3.545258085105083,
EME,no2,2004-04,,5.473030427083333,
EME,no2,2004-05,,4.192047265496715,
EME,no2,2004-06,,6.001383286075713,
EME,no2,2004-07,,4.974244837915445,
EME,no2,2004-08,,3.190849594880255,
EME,no2,2004-09,,4.613545283333333,
EME,no2,2004-10,,3.813314505131966,
EME,no2,2004-11,,4.992172058270202,
EME,no2,2004-12,,3.747095256432412,
EME,no2,2005-01,,,
EME,no2,2005-02,,1.7936862298430736,
EME,no2,2005-03,,2.687480876466276,
EME,no2,2005-04,,4.602242533775252,
EME,no2,2005-05,,5.193243418490784,
EME,no2,2005-06,,5.2345342866071425,
EME,no2,2005-07,,5.319222617302052,
EME,no2,2005-08,,5.508577917787503,
EME,no2,2005-09,,3.545793785138889,
EME,no2,2005-10,,3.1219654475079404,
EME,no2,2005-11,,5.037051703968253,
EME,no2,2005-12,,7.528020694892472,
EME,no2,2006-01,,3.078569485483871,
EME,no2,2006-02,,4.139185326955784,
EME,no2,2006-03,,8.953392074884793,
EME,no2,2006-04,,4.846828911815091,
EME,no2,2006-05,,8.199959748847926,
EME,no2,2006-06,,5.44894603611111,
EME,no2,2006-07,,3.973443966129032,
EME,no2,2006-08,,0.6892295174731182,
EME,no2,2006-09,,2.342280841865079,
EME,no2,2006-10,,3.9163361789379985,
EME,no2,2006-11,,12.730267189583339,
EME,no2,2006-12,,0.601524195,
EME,no2,2007-01,,0.7283267824314574,
EME,no2,2007-02,,0.4541093474702382,
EME,no2,2007-03,,0.3598031603535353,
EME,no2,2007-04,,,
EME,no2,2007-05,,2.1134982012768813,
EME,no2,2007-06,,9.118546631309522,
EME,no2,2007-07,,9.021330714285714,
EME,no2,2007-08,,6.764191112903226,
EME,no2,2007-09,,7.773395508838382,
EME,no2,2007-10,,3.897297979780271,
EME,no2,2007-11,,6.736764165079366,
EME,no2,2007-12,,4.856095216666666,
EME,no2,2008-01,,3.870729464285714,
EME,no2,2008-02,,4.252349246715928,
EME,no2,2008-03,,4.216865598851417,
EME,no2,2008-04,,4.730933598369564,
EME,no2,2008-05,,3.521963343894009,
EME,no2,2008-06,,2.6436884678743966,
EME,no2,2008-07,,2.0574206692496495,
EME,no2,2008-08,,2.1864667905972417,
EME,no2,2008-09,,1.3482359758901516,
EME,no2,2008-10,,2.403094481425847,
EME,no2,2008-11,,3.3614679875396827,
EME,no2,2008-12,,2.261537793536168,
EME,no2,2009-01,,1.7859393475509708,
EME,no2,2009-02,,1.8743291998782465,
EME,no2,2009-03,,2.0801277148704793,
EME,no2,2009-04,,3.701882930997475,
EME,no2,2009-05,,3.9600062605086577,
