Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
casas_de_peuco,ch4,2004-01,,0.8402492127714736,
casas_de_peuco,ch4,2004-02,,1.612859166439508,
casas_de_peuco,ch4,2004-03,,1.6682094520272852,
casas_de_peuco,ch4,2004-04,,1.6096410255583786,
casas_de_peuco,ch4,2004-05,,1.635855866696417,
casas_de_peuco,ch4,2004-06,,1.6409949808410187,
casas_de_peuco,ch4,2004-07,,1.5796938405797103,
casas_de_peuco,ch4,2004-08,,1.5490451036406656,
casas_de_peuco,ch4,2004-09,,1.5842523717391306,
casas_de_peuco,ch4,2004-10,,1.530803505747126,
casas_de_peuco,ch4,2004-11,,1.5622216000911882,
casas_de_peuco,ch4,2004-12,,1.6269165031222865,
casas_de_peuco,ch4,2005-01,,1.5761264290166743,
casas_de_peuco,ch4,2005-02,,1.612082728625541,
casas_de_peuco,ch4,2005-03,,1.6546075672302742,
casas_de_peuco,ch4,2005-04,,1.802594804677207,
casas_de_peuco,ch4,2005-05,,1.6917794230859564,
casas_de_peuco,ch4,2005-06,,1.6017609788647347,
casas_de_peuco,ch4,2005-07,,1.6403264256564276,
casas_de_peuco,ch4,2005-08,,1.6382412786348761,
casas_de_peuco,ch4,2005-09,,1.6248128124396137,
casas_de_peuco,ch4,2005-10,,1.6246723635726126,
casas_de_peuco,ch4,2005-11,,1.6099706881313132,
casas_de_peuco,ch4,2005-12,,1.6194520161290324,
casas_de_peuco,ch4,2006-01,,1.7142759347507328,
casas_de_peuco,ch4,2006-02,,1.6607681875111826,
casas_de_peuco,ch4,2006-03,,1.680118250244379,
casas_de_peuco,ch4,2006-04,,1.7259144764718042,
casas_de_peuco,ch4,2006-05,,1.7561176118105093,
casas_de_peuco,ch4,2006-06,,1.7191602150856389,
casas_de_peuco,ch4,2006-07,,1.6118032612414468,
casas_de_peuco,ch4,2006-08,,1.5975490791788858,
casas_de_peuco,ch4,2006-09,,1.5770125370968544,
casas_de_peuco,ch4,2006-10,,1.6134170227697733,
casas_de_peuco,ch4,2006-11,,1.6523362004281947,
casas_de_peuco,ch4,2006-12,,1.684805870189905,
casas_de_peuco,ch4,2007-01,,1.6964971839080458,
casas_de_peuco,ch4,2007-02,,1.6176801893447461,
casas_de_peuco,ch4,2007-03,,1.6453758014425963,
casas_de_peuco,ch4,2007-04,,1.6318645634920632,
casas_de_peuco,ch4,2007-05,,1.675092963098729,
casas_de_peuco,ch4,2007-06,,1.7233632845928228,
casas_de_peuco,ch4,2007-07,,1.6641630853414935,
casas_de_peuco,ch4,2007-08,,1.640677128330996,
casas_de_peuco,ch4,2007-09,,1.5882457667464114,
casas_de_peuco,ch4,2007-10,,1.7384155500613228,
casas_de_peuco,ch4,2007-11,,1.6430092626811594,
casas_de_peuco,ch4,2007-12,,1.6704491016469034,
casas_de_peuco,ch4,2008-01,,,
casas_de_peuco,ch4,2008-02,,,
casas_de_peuco,ch4,2008-03,,,
casas_de_peuco,ch4,2008-04,,,
