Estacion,Material,Fecha,Registros Validados,Registros Preliminares,Registros No Validados
armat,mp10,2002-02,,42.7,
armat,mp10,2002-03,,48.0,
armat,mp10,2002-04,,51.5,
armat,mp10,2002-05,,63.5,
armat,mp10,2002-06,,68.7,
armat,mp10,2002-07,,56.7273,
armat,mp10,2002-08,,45.7,
armat,mp10,2002-09,,38.3,
armat,mp10,2002-10,,34.7778,
armat,mp10,2002-11,,38.3,
armat,mp10,2002-12,,38.2727,
armat,mp10,2003-01,,41.9,
armat,mp10,2003-02,,51.0,
armat,mp10,2003-03,,42.0909,
armat,mp10,2003-04,,72.4,
armat,mp10,2003-05,,89.7,
armat,mp10,2003-06,,63.8,
armat,mp10,2003-07,,73.9,
armat,mp10,2003-08,,50.5455,
armat,mp10,2003-09,,37.1,
armat,mp10,2003-10,,41.2222,
armat,mp10,2003-11,,29.2,
armat,mp10,2003-12,,38.7778,
armat,mp10,2004-01,,32.0909,
armat,mp10,2004-02,,52.1111,
armat,mp10,2004-03,,44.2727,
armat,mp10,2004-04,,38.7,
armat,mp10,2004-05,,86.6,
armat,mp10,2004-06,,79.5,
armat,mp10,2004-07,,47.0,
armat,mp10,2004-08,,46.0909,
armat,mp10,2004-09,,34.0,
armat,mp10,2004-10,,,
armat,mp10,2004-11,,34.4,
armat,mp10,2004-12,,37.5455,
armat,mp10,2005-01,,45.3,
armat,mp10,2005-02,,42.75,
armat,mp10,2005-03,,45.2727,
armat,mp10,2005-04,,54.3,
armat,mp10,2005-05,,50.0,
armat,mp10,2005-06,,49.9,
armat,mp10,2005-07,,58.2,
armat,mp10,2005-08,,45.2,
armat,mp10,2005-09,,31.9,
armat,mp10,2005-10,,30.1111,
armat,mp10,2005-11,,28.6,
armat,mp10,2005-12,,30.1,
armat,mp10,2006-01,,38.0,
armat,mp10,2006-02,,34.5556,
armat,mp10,2006-03,,46.5,
armat,mp10,2006-04,,51.5556,
armat,mp10,2006-05,,76.0909,
armat,mp10,2006-06,,52.7,
armat,mp10,2006-07,,41.6,
armat,mp10,2006-08,,44.0,
armat,mp10,2006-09,,31.1,
armat,mp10,2006-10,,26.5455,
armat,mp10,2006-11,,18.8,
armat,mp10,2006-12,,29.7,
armat,mp10,2007-01,,32.7,
armat,mp10,2007-02,,29.1,
armat,mp10,2007-03,,40.5,
armat,mp10,2007-04,,44.1,
armat,mp10,2007-05,,63.8,
armat,mp10,2007-06,,62.0909,
armat,mp10,2007-07,,73.1,
armat,mp10,2007-08,,46.6,
armat,mp10,2007-09,,31.0,
armat,mp10,2007-10,,27.7,
armat,mp10,2007-11,,28.8889,
armat,mp10,2007-12,,33.3,
armat,mp10,2008-01,,37.5,
armat,mp10,2008-02,,36.5,
armat,mp10,2008-03,,43.2,
armat,mp10,2008-04,,43.5,
