Estacion,Material,Registros Validados,Registros Preliminares,Registros No Validados,Fecha
alto_hospicio,mp2.5,6.162996521739132,,,2016-02-09
alto_hospicio,mp2.5,7.331707083333332,,,2016-02-10
alto_hospicio,mp2.5,7.118037083333334,,,2016-02-11
alto_hospicio,mp2.5,7.968039166666668,,,2016-02-12
alto_hospicio,mp2.5,6.739650869565218,,70.2799,2016-02-13
alto_hospicio,mp2.5,7.827329166666668,,,2016-02-14
alto_hospicio,mp2.5,8.139414999999998,,,2016-02-15
alto_hospicio,mp2.5,8.59333,,,2016-02-16
alto_hospicio,mp2.5,8.93253666666667,,,2016-02-17
alto_hospicio,mp2.5,8.617648695652173,,,2016-02-18
alto_hospicio,mp2.5,11.605735652173912,,,2016-02-19
alto_hospicio,mp2.5,8.776495416666664,,,2016-02-20
alto_hospicio,mp2.5,7.8548704166666665,,,2016-02-21
alto_hospicio,mp2.5,6.253581666666668,,,2016-02-22
alto_hospicio,mp2.5,6.634860909090909,,,2016-02-23
alto_hospicio,mp2.5,9.400540416666667,,,2016-02-24
alto_hospicio,mp2.5,7.114270000000001,,,2016-02-25
alto_hospicio,mp2.5,6.777871666666667,,,2016-02-26
alto_hospicio,mp2.5,5.885247916666667,,,2016-02-27
alto_hospicio,mp2.5,7.203205833333333,,,2016-02-28
alto_hospicio,mp2.5,8.351581666666666,,,2016-02-29
alto_hospicio,mp2.5,7.543453750000001,,,2016-03-01
alto_hospicio,mp2.5,8.351121666666668,,,2016-03-02
alto_hospicio,mp2.5,10.294244166666667,,,2016-03-03
alto_hospicio,mp2.5,9.92491625,,,2016-03-04
alto_hospicio,mp2.5,9.671371666666666,,,2016-03-05
alto_hospicio,mp2.5,10.435538333333335,,,2016-03-06
alto_hospicio,mp2.5,7.217369999999999,,,2016-03-07
alto_hospicio,mp2.5,7.88437125,,,2016-03-08
alto_hospicio,mp2.5,8.026705833333333,,,2016-03-09
alto_hospicio,mp2.5,9.812455416666666,,,2016-03-10
alto_hospicio,mp2.5,10.334995217391304,,,2016-03-11
alto_hospicio,mp2.5,8.295955833333336,,,2016-03-12
alto_hospicio,mp2.5,7.560290000000001,,,2016-03-13
alto_hospicio,mp2.5,9.387411666666667,,,2016-03-14
alto_hospicio,mp2.5,9.245241666666669,,,2016-03-15
alto_hospicio,mp2.5,8.819788333333333,,,2016-03-16
alto_hospicio,mp2.5,6.6649962500000015,,,2016-03-17
alto_hospicio,mp2.5,6.842821739130436,,,2016-03-18
alto_hospicio,mp2.5,7.0197891666666665,,,2016-03-19
alto_hospicio,mp2.5,8.872283333333334,45.78,,2016-03-20
alto_hospicio,mp2.5,8.399225909090909,,,2016-03-21
alto_hospicio,mp2.5,8.410819130434783,,,2016-03-22
alto_hospicio,mp2.5,7.7999937500000005,,3.118,2016-03-23
alto_hospicio,mp2.5,,,2.1855000000000007,2016-03-24
alto_hospicio,mp2.5,,,2.228000000000001,2016-03-25
alto_hospicio,mp2.5,13.512495833333334,,2.8463618181818187,2016-03-26
alto_hospicio,mp2.5,10.507621666666667,,,2016-03-27
alto_hospicio,mp2.5,10.011371666666667,,,2016-03-28
alto_hospicio,mp2.5,8.976580416666668,,,2016-03-29
alto_hospicio,mp2.5,13.739330416666666,,,2016-03-30
alto_hospicio,mp2.5,13.427830833333331,,,2016-03-31
alto_hospicio,mp2.5,7.5290783333333335,,,2016-04-01
alto_hospicio,mp2.5,9.844380769230769,,,2016-04-02
alto_hospicio,mp2.5,10.456272727272728,,,2016-04-03
alto_hospicio,mp2.5,9.345246249999999,,,2016-04-04
alto_hospicio,mp2.5,6.155707083333334,,,2016-04-05
alto_hospicio,mp2.5,7.9986233333333345,,,2016-04-06
alto_hospicio,mp2.5,8.812084782608697,,,2016-04-07
alto_hospicio,mp2.5,8.266912083333331,,,2016-04-08
alto_hospicio,mp2.5,8.38137125,,,2016-04-09
alto_hospicio,mp2.5,5.64524875,,,2016-04-10
alto_hospicio,mp2.5,5.95654,,,2016-04-11
alto_hospicio,mp2.5,7.034079166666667,,,2016-04-12
alto_hospicio,mp2.5,10.775913333333335,,,2016-04-13
alto_hospicio,mp2.5,8.9770375,,,2016-04-14
alto_hospicio,mp2.5,7.190914583333332,,,2016-04-15
alto_hospicio,mp2.5,11.089079999999997,,,2016-04-16
alto_hospicio,mp2.5,10.252744166666668,,,2016-04-17
alto_hospicio,mp2.5,9.3032875,,,2016-04-18
alto_hospicio,mp2.5,9.799454166666667,,,2016-04-19
alto_hospicio,mp2.5,8.708083333333333,,,2016-04-20
alto_hospicio,mp2.5,9.656170869565218,,6.312,2016-04-21
alto_hospicio,mp2.5,7.007862272727274,,6.312,2016-04-22
alto_hospicio,mp2.5,10.537705,,,2016-04-23
alto_hospicio,mp2.5,8.098329166666668,,,2016-04-24
alto_hospicio,mp2.5,7.375288750000002,,,2016-04-25
alto_hospicio,mp2.5,6.3544566666666675,,,2016-04-26
alto_hospicio,mp2.5,7.147744166666666,,,2016-04-27
alto_hospicio,mp2.5,6.707957500000002,,,2016-04-28
alto_hospicio,mp2.5,8.126871666666668,,,2016-04-29
alto_hospicio,mp2.5,15.78474708333333,,,2016-04-30
alto_hospicio,mp2.5,13.004240416666667,,,2016-05-01
alto_hospicio,mp2.5,13.528786666666663,,,2016-05-02
alto_hospicio,mp2.5,11.560077916666666,,,2016-05-03
alto_hospicio,mp2.5,10.287680454545454,,1.0,2016-05-04
alto_hospicio,mp2.5,10.366388695652173,,,2016-05-05
alto_hospicio,mp2.5,16.35124833333333,,,2016-05-06
alto_hospicio,mp2.5,16.08283125,,,2016-05-07
alto_hospicio,mp2.5,7.716538750000002,,,2016-05-08
alto_hospicio,mp2.5,11.23228791666667,,,2016-05-09
alto_hospicio,mp2.5,11.72728875,,,2016-05-10
alto_hospicio,mp2.5,10.479832083333333,,,2016-05-11
alto_hospicio,mp2.5,12.970215217391305,75.0697,,2016-05-12
alto_hospicio,mp2.5,12.46756347826087,,,2016-05-13
alto_hospicio,mp2.5,10.750288750000001,,,2016-05-14
alto_hospicio,mp2.5,10.169288333333334,,,2016-05-15
alto_hospicio,mp2.5,10.339495416666667,,,2016-05-16
alto_hospicio,mp2.5,7.261787916666667,,,2016-05-17
alto_hospicio,mp2.5,9.389328749999999,,,2016-05-18
alto_hospicio,mp2.5,14.169127826086958,,164.9,2016-05-19
alto_hospicio,mp2.5,11.970414166666666,,,2016-05-20
alto_hospicio,mp2.5,10.836955416666667,,,2016-05-21
alto_hospicio,mp2.5,12.394326666666666,,,2016-05-22
alto_hospicio,mp2.5,12.268371666666667,,,2016-05-23
alto_hospicio,mp2.5,13.701664583333333,,,2016-05-24
alto_hospicio,mp2.5,13.17217347826087,,,2016-05-25
alto_hospicio,mp2.5,16.18166666666667,,,2016-05-26
alto_hospicio,mp2.5,16.36625,,,2016-05-27
alto_hospicio,mp2.5,13.042270454545456,,,2016-05-28
alto_hospicio,mp2.5,13.35608304347826,,,2016-05-29
alto_hospicio,mp2.5,16.127916666666664,,,2016-05-30
alto_hospicio,mp2.5,15.915651304347826,,,2016-05-31
alto_hospicio,mp2.5,19.13291583333333,,,2016-06-01
alto_hospicio,mp2.5,20.859649000000005,100.23323333333333,,2016-06-02
alto_hospicio,mp2.5,13.572749166666666,,,2016-06-03
alto_hospicio,mp2.5,10.807327916666665,,,2016-06-04
alto_hospicio,mp2.5,14.848915833333331,,,2016-06-05
alto_hospicio,mp2.5,11.460288749999998,,,2016-06-06
alto_hospicio,mp2.5,10.536952916666666,,,2016-06-07
alto_hospicio,mp2.5,15.362171739130435,,,2016-06-08
alto_hospicio,mp2.5,17.62875,,,2016-06-09
alto_hospicio,mp2.5,21.530833333333334,,,2016-06-10
alto_hospicio,mp2.5,16.7075,,,2016-06-11
alto_hospicio,mp2.5,14.069999583333333,,,2016-06-12
alto_hospicio,mp2.5,12.310622916666667,,,2016-06-13
alto_hospicio,mp2.5,15.955206249999998,,,2016-06-14
alto_hospicio,mp2.5,17.44391625,,,2016-06-15
alto_hospicio,mp2.5,16.539237142857147,,,2016-06-16
alto_hospicio,mp2.5,9.147952083333331,,,2016-06-17
alto_hospicio,mp2.5,12.622871666666667,,,2016-06-18
alto_hospicio,mp2.5,12.651873333333333,,,2016-06-19
alto_hospicio,mp2.5,15.1752075,,,2016-06-20
alto_hospicio,mp2.5,17.14666666666666,,,2016-06-21
alto_hospicio,mp2.5,18.535833333333333,,,2016-06-22
alto_hospicio,mp2.5,16.225833333333334,,,2016-06-23
alto_hospicio,mp2.5,11.817040434782609,,,2016-06-24
alto_hospicio,mp2.5,11.545411666666666,,,2016-06-25
alto_hospicio,mp2.5,15.827827916666665,,,2016-06-26
alto_hospicio,mp2.5,10.723289583333338,,,2016-06-27
alto_hospicio,mp2.5,16.227134545454543,422.3985,,2016-06-28
alto_hospicio,mp2.5,29.336082608695648,123.4,,2016-06-29
alto_hospicio,mp2.5,19.330416666666668,,,2016-06-30
alto_hospicio,mp2.5,9.715788333333332,,,2016-07-01
alto_hospicio,mp2.5,4.184790416666667,,,2016-07-02
alto_hospicio,mp2.5,5.631833333333333,,,2016-07-03
alto_hospicio,mp2.5,4.920363636363636,,,2016-07-04
alto_hospicio,mp2.5,9.871456666666665,,,2016-07-05
alto_hospicio,mp2.5,10.822329583333334,,,2016-07-06
alto_hospicio,mp2.5,11.14887375,,,2016-07-07
alto_hospicio,mp2.5,19.906468260869563,75.71,,2016-07-08
alto_hospicio,mp2.5,36.60415416666667,,,2016-07-09
alto_hospicio,mp2.5,16.66491583333333,,,2016-07-10
alto_hospicio,mp2.5,11.459414583333333,,,2016-07-11
alto_hospicio,mp2.5,14.565415000000002,,,2016-07-12
alto_hospicio,mp2.5,17.629583333333333,,,2016-07-13
alto_hospicio,mp2.5,13.857083333333334,,,2016-07-14
alto_hospicio,mp2.5,10.170665416666667,,,2016-07-15
alto_hospicio,mp2.5,14.453333333333331,,,2016-07-16
alto_hospicio,mp2.5,9.772953750000001,,,2016-07-17
alto_hospicio,mp2.5,12.112664166666667,,,2016-07-18
alto_hospicio,mp2.5,16.635833333333334,,,2016-07-19
alto_hospicio,mp2.5,16.864166666666666,,,2016-07-20
alto_hospicio,mp2.5,17.7425,,,2016-07-21
alto_hospicio,mp2.5,15.360583333333333,,,2016-07-22
alto_hospicio,mp2.5,16.22565217391304,,,2016-07-23
alto_hospicio,mp2.5,11.913742083333332,,,2016-07-24
alto_hospicio,mp2.5,15.685372499999994,,,2016-07-25
alto_hospicio,mp2.5,15.375416666666666,,,2016-07-26
alto_hospicio,mp2.5,10.14095208333333,,,2016-07-27
alto_hospicio,mp2.5,8.396912083333333,,,2016-07-28
alto_hospicio,mp2.5,9.872414166666667,,,2016-07-29
alto_hospicio,mp2.5,11.13391,,,2016-07-30
alto_hospicio,mp2.5,17.262442777777775,,,2016-07-31
alto_hospicio,mp2.5,18.747916666666665,,,2016-08-01
alto_hospicio,mp2.5,14.19895458333333,,,2016-08-02
