Estacion,Material,Registros Validados,Registros Preliminares,Registros No Validados,Fecha
Punta_Arenas,mp2.5,,1.3478260869565217,,2013-12-05
Punta_Arenas,mp2.5,,1.2916666666666667,,2013-12-06
Punta_Arenas,mp2.5,,2.5416666666666665,,2013-12-07
Punta_Arenas,mp2.5,,1.5416666666666667,,2013-12-08
Punta_Arenas,mp2.5,,1.5833333333333333,,2013-12-09
Punta_Arenas,mp2.5,,3.0434782608695654,,2013-12-10
Punta_Arenas,mp2.5,,1.4583333333333333,,2013-12-11
Punta_Arenas,mp2.5,,1.0,,2013-12-12
Punta_Arenas,mp2.5,,1.2083333333333333,,2013-12-13
Punta_Arenas,mp2.5,,1.3333333333333333,,2013-12-14
Punta_Arenas,mp2.5,,1.125,,2013-12-15
Punta_Arenas,mp2.5,,1.5416666666666667,,2013-12-16
Punta_Arenas,mp2.5,,1.4166666666666667,,2013-12-17
Punta_Arenas,mp2.5,,1.4583333333333333,,2013-12-18
Punta_Arenas,mp2.5,,1.5416666666666667,,2013-12-19
Punta_Arenas,mp2.5,,2.2083333333333335,,2013-12-20
Punta_Arenas,mp2.5,,1.5416666666666667,,2013-12-21
Punta_Arenas,mp2.5,,1.9583333333333333,,2013-12-22
Punta_Arenas,mp2.5,,1.1666666666666667,,2013-12-23
Punta_Arenas,mp2.5,,1.9583333333333333,,2013-12-24
Punta_Arenas,mp2.5,,2.125,,2013-12-25
Punta_Arenas,mp2.5,,1.5416666666666667,,2013-12-26
Punta_Arenas,mp2.5,,1.4166666666666667,,2013-12-27
Punta_Arenas,mp2.5,,1.9583333333333333,,2013-12-28
Punta_Arenas,mp2.5,,1.2083333333333333,,2013-12-29
Punta_Arenas,mp2.5,,1.3043478260869565,,2013-12-30
Punta_Arenas,mp2.5,,3.125,,2013-12-31
Punta_Arenas,mp2.5,5.0,,,2014-01-01
Punta_Arenas,mp2.5,4.041666666666667,,,2014-01-02
Punta_Arenas,mp2.5,4.0,,,2014-01-03
Punta_Arenas,mp2.5,4.125,,,2014-01-04
Punta_Arenas,mp2.5,4.0,,,2014-01-05
Punta_Arenas,mp2.5,4.0,,,2014-01-06
Punta_Arenas,mp2.5,4.0,,,2014-01-07
Punta_Arenas,mp2.5,4.0,,,2014-01-08
Punta_Arenas,mp2.5,4.0,,,2014-01-09
Punta_Arenas,mp2.5,4.0,,,2014-01-10
Punta_Arenas,mp2.5,4.0,,,2014-01-11
Punta_Arenas,mp2.5,4.0,,,2014-01-12
Punta_Arenas,mp2.5,4.333333333333333,,,2014-01-13
Punta_Arenas,mp2.5,4.041666666666667,,,2014-01-14
Punta_Arenas,mp2.5,4.333333333333333,,,2014-01-15
Punta_Arenas,mp2.5,4.208333333333333,,,2014-01-16
Punta_Arenas,mp2.5,4.125,,,2014-01-17
Punta_Arenas,mp2.5,4.0,,,2014-01-18
Punta_Arenas,mp2.5,4.0,,,2014-01-19
Punta_Arenas,mp2.5,4.0,,,2014-01-20
Punta_Arenas,mp2.5,4.0,,,2014-01-21
Punta_Arenas,mp2.5,4.0,,16.0,2014-01-22
Punta_Arenas,mp2.5,4.25,,,2014-01-23
Punta_Arenas,mp2.5,4.291666666666667,,,2014-01-24
Punta_Arenas,mp2.5,4.041666666666667,,,2014-01-25
Punta_Arenas,mp2.5,4.041666666666667,,,2014-01-26
Punta_Arenas,mp2.5,4.0,,,2014-01-27
Punta_Arenas,mp2.5,4.0,,,2014-01-28
Punta_Arenas,mp2.5,4.0,,,2014-01-29
Punta_Arenas,mp2.5,4.0,,,2014-01-30
Punta_Arenas,mp2.5,4.0,,,2014-01-31
Punta_Arenas,mp2.5,4.166666666666667,,,2014-02-01
Punta_Arenas,mp2.5,4.125,,,2014-02-02
Punta_Arenas,mp2.5,4.583333333333333,,,2014-02-03
Punta_Arenas,mp2.5,4.041666666666667,,,2014-02-04
Punta_Arenas,mp2.5,4.0,,,2014-02-05
Punta_Arenas,mp2.5,4.166666666666667,,,2014-02-06
Punta_Arenas,mp2.5,4.0,,,2014-02-07
Punta_Arenas,mp2.5,4.0,,,2014-02-08
Punta_Arenas,mp2.5,4.0,,,2014-02-09
Punta_Arenas,mp2.5,4.541666666666667,,,2014-02-10
Punta_Arenas,mp2.5,4.166666666666667,,,2014-02-11
Punta_Arenas,mp2.5,4.0,,,2014-02-12
Punta_Arenas,mp2.5,4.0,,,2014-02-13
Punta_Arenas,mp2.5,4.304347826086956,,0.0,2014-02-14
Punta_Arenas,mp2.5,4.833333333333333,,,2014-02-15
Punta_Arenas,mp2.5,4.375,,,2014-02-16
Punta_Arenas,mp2.5,4.125,,,2014-02-17
Punta_Arenas,mp2.5,4.0,,,2014-02-18
Punta_Arenas,mp2.5,4.0,,,2014-02-19
Punta_Arenas,mp2.5,4.0,,,2014-02-20
Punta_Arenas,mp2.5,4.166666666666667,,,2014-02-21
Punta_Arenas,mp2.5,4.0,,,2014-02-22
Punta_Arenas,mp2.5,4.333333333333333,,,2014-02-23
Punta_Arenas,mp2.5,4.291666666666667,,,2014-02-24
Punta_Arenas,mp2.5,4.041666666666667,,,2014-02-25
Punta_Arenas,mp2.5,4.0,,,2014-02-26
Punta_Arenas,mp2.5,4.208333333333333,,,2014-02-27
Punta_Arenas,mp2.5,4.0,,,2014-02-28
